WS_matmul_dtype,activation_exposure_ratio,arm,checkpoint,checkpoint_storage_dtype,epsilon,gram_and_whitening_dtype,layer,model,module,probe_name,raw_weight_energy,sample_count,sample_ids_sha256,subtraction_dtype,weight_object,whitened_update_energy_current,whitened_update_energy_fixed,window_protocol,metric_family,source_key,aggregation,family,step,rank_fraction,k,rank_spec_kind,p_k,delta_construction,native_source,checkpoint_materialization,source_svd_dtype,projection_dtype,base_tensor_sha256,checkpoint_tensor_sha256,checkpoint_root,source_rank_k,mask_density_alpha,principal_top_count,update_count,total_entries,update_density,overlap_count,coverage,overlap_lift,random_null_type,random_null_rank,random_null_seeds,random_null_overlap_lift_mean,random_null_overlap_lift_std,overlap_lift_minus_random_null,angle_k,theta_u_mean_deg,theta_u_max_deg,theta_v_mean_deg,theta_v_max_deg,pabs_mean_cos_u,pabs_mean_cos_v,pabs_joint_mean_cos,theta_u_all_deg_json,theta_v_all_deg_json,nss_l1_top32,nss_l2_top32,source_normalized_spectrum_top32_json,checkpoint_normalized_spectrum_top32_json,nss_formula,headline_layer,pabs_joint_mean_cos_k32,theta_u_mean_deg_k32,theta_v_mean_deg_k32,real_overlap_lift,null_overlap_lift_mean,null_overlap_lift_std,null_update_count_mean,delta_singular_values_used,z_tpnt,spectrum_null_seeds
fp32,0.9980051753524972,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,mlp.gate_proj,E_general,0.0049201282672584,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,0.0005377507768571,0.0005388256395235,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9980051753524972,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,mlp.gate_proj,E_general,0.0049201282672584,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,0.0005377507768571,0.0005388256395235,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.004579482617348,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,mlp.up_proj,E_general,0.0058239381760358,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,0.0006960112368687,0.00069283839548,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.004579482617348,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,mlp.up_proj,E_general,0.0058239381760358,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,0.0006960112368687,0.00069283839548,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.004579482617348,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,mlp.up_proj,E_general,0.0058239381760358,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,0.0006960112368687,0.00069283839548,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.004579482617348,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,mlp.up_proj,E_general,0.0058239381760358,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,0.0006960112368687,0.00069283839548,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0033849318419612,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,mlp.down_proj,E_general,0.00169235735666,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,9.534897799312604e-06,9.502731700195e-06,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0033849318419612,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,mlp.down_proj,E_general,0.00169235735666,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,9.534897799312604e-06,9.502731700195e-06,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0033849318419612,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,mlp.down_proj,E_general,0.00169235735666,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,9.534897799312604e-06,9.502731700195e-06,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0033849318419612,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,mlp.down_proj,E_general,0.00169235735666,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,fp32,serialized_merged_bf16_effective_difference,9.534897799312604e-06,9.502731700195e-06,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9933826587174776,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,self_attn.v_proj,E_if,0.0009411313803866,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.000357900687959,0.0003602848155423,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9933826587174776,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,self_attn.v_proj,E_if,0.0009411313803866,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.000357900687959,0.0003602848155423,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9933826587174776,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,self_attn.v_proj,E_if,0.0009411313803866,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.000357900687959,0.0003602848155423,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9933826587174776,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,self_attn.v_proj,E_if,0.0009411313803866,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.000357900687959,0.0003602848155423,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9973782697478022,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,self_attn.o_proj,E_if,0.0026198639534413,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,2.991073051816784e-05,2.9989354516146705e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9973782697478022,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,self_attn.o_proj,E_if,0.0026198639534413,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,2.991073051816784e-05,2.9989354516146705e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9973782697478022,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,self_attn.o_proj,E_if,0.0026198639534413,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,2.991073051816784e-05,2.9989354516146705e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9973782697478022,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,self_attn.o_proj,E_if,0.0026198639534413,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,2.991073051816784e-05,2.9989354516146705e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0066902811370315,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,mlp.gate_proj,E_if,0.0049201282672584,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.0005632791435346,0.0005595356924459,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0066902811370315,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,mlp.gate_proj,E_if,0.0049201282672584,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.0005632791435346,0.0005595356924459,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0066902811370315,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,mlp.gate_proj,E_if,0.0049201282672584,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.0005632791435346,0.0005595356924459,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0066902811370315,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,mlp.gate_proj,E_if,0.0049201282672584,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.0005632791435346,0.0005595356924459,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0098945194239468,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,mlp.up_proj,E_if,0.0058239381760358,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.0008459486416541,0.0008376603946089,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0098945194239468,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,mlp.up_proj,E_if,0.0058239381760358,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.0008459486416541,0.0008376603946089,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0098945194239468,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,mlp.up_proj,E_if,0.0058239381760358,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.0008459486416541,0.0008376603946089,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0098945194239468,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,mlp.up_proj,E_if,0.0058239381760358,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,0.0008459486416541,0.0008376603946089,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0239274075432678,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,mlp.down_proj,E_if,0.00169235735666,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,1.121092827816028e-05,1.094894832931459e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0239274075432678,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,mlp.down_proj,E_if,0.00169235735666,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,1.121092827816028e-05,1.094894832931459e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0239274075432678,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,mlp.down_proj,E_if,0.00169235735666,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,1.121092827816028e-05,1.094894832931459e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.0239274075432678,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,mlp.down_proj,E_if,0.00169235735666,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,fp32,serialized_merged_bf16_effective_difference,1.121092827816028e-05,1.094894832931459e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9947481241411312,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,self_attn.v_proj,E_math,0.0009411313803866,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,fp32,serialized_merged_bf16_effective_difference,0.0005582511657848,0.0005611985106952,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9947481241411312,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,self_attn.v_proj,E_math,0.0009411313803866,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,fp32,serialized_merged_bf16_effective_difference,0.0005582511657848,0.0005611985106952,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9947481241411312,offkd,5,bf16_safetensors_on_disk,0.05,fp64_eigh_clamp_nonnegative,14,llama,self_attn.v_proj,E_math,0.0009411313803866,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,fp32,serialized_merged_bf16_effective_difference,0.0005582511657848,0.0005611985106952,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,0.9947481241411312,offkd,5,bf16_safetensors_on_disk,0.1,fp64_eigh_clamp_nonnegative,14,llama,self_attn.v_proj,E_math,0.0009411313803866,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,fp32,serialized_merged_bf16_effective_difference,0.0005582511657848,0.0005611985106952,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.006978079271384,offkd,5,bf16_safetensors_on_disk,0.01,fp64_eigh_clamp_nonnegative,14,llama,self_attn.o_proj,E_math,0.0026198639534413,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,fp32,serialized_merged_bf16_effective_difference,4.35708680015523e-05,4.326893395045772e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp32,1.006978079271384,offkd,5,bf16_safetensors_on_disk,0.025,fp64_eigh_clamp_nonnegative,14,llama,self_attn.o_proj,E_math,0.0026198639534413,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,fp32,serialized_merged_bf16_effective_difference,4.35708680015523e-05,4.326893395045772e-05,v2_three_level_equal_sample,update_energy_activation_exposure,d5_fairness_update_module,module_rows_non_qk_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
