association_type,aggregation,model,arm,epsilon,feature,target,n_cells,pearson,spearman
within_model_arm,equal5_non_qk,qwen,offkd,0.05,c_equal5,absolute_delta_nll_cumulative,72,0.8056640018016819,0.7683397683397681
within_model_arm,equal5_non_qk,qwen,offkd,0.05,c_equal5,delta_nll_cumulative,72,0.7499924925905276,0.8223938223938223
within_model_arm,equal5_non_qk,qwen,offkd,0.1,c_equal5,cumulative_kl_base_to_current,72,0.8293561701556282,0.8123552123552122
within_model_arm,equal5_non_qk,qwen,offkd,0.1,c_equal5,absolute_delta_nll_cumulative,72,0.8185780274050503,0.7662805662805663
within_model_arm,equal5_non_qk,qwen,offkd,0.1,c_equal5,delta_nll_cumulative,72,0.7469774519843743,0.8187902187902186
within_model_arm,equal5_non_qk,qwen,opd,0.01,c_equal5,cumulative_kl_base_to_current,72,0.7437343927888649,0.7873873873873872
within_model_arm,equal5_non_qk,qwen,opd,0.01,c_equal5,absolute_delta_nll_cumulative,72,0.7415024079439971,0.7315315315315315
within_model_arm,equal5_non_qk,qwen,opd,0.01,c_equal5,delta_nll_cumulative,72,0.5430000165006243,0.7078507078507078
within_model_arm,equal5_non_qk,qwen,opd,0.025,c_equal5,cumulative_kl_base_to_current,72,0.7568742762393103,0.7943371943371943
within_model_arm,equal5_non_qk,qwen,opd,0.025,c_equal5,absolute_delta_nll_cumulative,72,0.7471329177818451,0.7377091377091376
within_model_arm,equal5_non_qk,qwen,opd,0.025,c_equal5,delta_nll_cumulative,72,0.5588500537591403,0.7078507078507078
within_model_arm,equal5_non_qk,qwen,opd,0.05,c_equal5,cumulative_kl_base_to_current,72,0.7552859948610179,0.7984555984555983
within_model_arm,equal5_non_qk,qwen,opd,0.05,c_equal5,absolute_delta_nll_cumulative,72,0.7443308051933963,0.7462033462033462
within_model_arm,equal5_non_qk,qwen,opd,0.05,c_equal5,delta_nll_cumulative,72,0.5572130891654753,0.7117117117117117
within_model_arm,equal5_non_qk,qwen,opd,0.1,c_equal5,cumulative_kl_base_to_current,72,0.7464258300309927,0.790990990990991
within_model_arm,equal5_non_qk,qwen,opd,0.1,c_equal5,absolute_delta_nll_cumulative,72,0.7381662466774139,0.7343629343629342
within_model_arm,equal5_non_qk,qwen,opd,0.1,c_equal5,delta_nll_cumulative,72,0.5479594370310797,0.7114543114543114
within_model_arm,equal5_non_qk,qwen,seqkd,0.01,c_equal5,cumulative_kl_base_to_current,72,0.8688611257161735,0.8283140283140282
within_model_arm,equal5_non_qk,qwen,seqkd,0.01,c_equal5,absolute_delta_nll_cumulative,72,0.8290759820501524,0.7848133848133847
within_model_arm,equal5_non_qk,qwen,seqkd,0.01,c_equal5,delta_nll_cumulative,72,0.7635978714109477,0.8028314028314028
within_model_arm,equal5_non_qk,qwen,seqkd,0.025,c_equal5,cumulative_kl_base_to_current,72,0.8809887854097644,0.8308880308880309
within_model_arm,equal5_non_qk,qwen,seqkd,0.025,c_equal5,absolute_delta_nll_cumulative,72,0.8343059353086902,0.7925353925353924
within_model_arm,equal5_non_qk,qwen,seqkd,0.025,c_equal5,delta_nll_cumulative,72,0.7746804027105804,0.8020592020592021
within_model_arm,equal5_non_qk,qwen,seqkd,0.05,c_equal5,cumulative_kl_base_to_current,72,0.8786500284938864,0.8316602316602316
within_model_arm,equal5_non_qk,qwen,seqkd,0.05,c_equal5,absolute_delta_nll_cumulative,72,0.8373768094522848,0.7953667953667954
within_model_arm,equal5_non_qk,qwen,seqkd,0.05,c_equal5,delta_nll_cumulative,72,0.777456690300572,0.8059202059202057
within_model_arm,equal5_non_qk,qwen,seqkd,0.1,c_equal5,cumulative_kl_base_to_current,72,0.877044828922889,0.8319176319176318
within_model_arm,equal5_non_qk,qwen,seqkd,0.1,c_equal5,absolute_delta_nll_cumulative,72,0.8462061374936419,0.8038610038610037
within_model_arm,equal5_non_qk,qwen,seqkd,0.1,c_equal5,delta_nll_cumulative,72,0.7735690533662242,0.8005148005148004
within_model_arm,equal5_non_qk,qwen,sft,0.01,c_equal5,cumulative_kl_base_to_current,72,0.8228960534638945,0.7514833811324729
within_model_arm,equal5_non_qk,qwen,sft,0.01,c_equal5,absolute_delta_nll_cumulative,72,0.809519301253469,0.72676608721198
within_model_arm,equal5_non_qk,qwen,sft,0.01,c_equal5,delta_nll_cumulative,72,0.7445131940324561,0.7664949313669084
within_model_arm,equal5_non_qk,qwen,sft,0.025,c_equal5,cumulative_kl_base_to_current,72,0.8343059110507494,0.8034760635020749
within_model_arm,equal5_non_qk,qwen,sft,0.025,c_equal5,absolute_delta_nll_cumulative,72,0.8186418700022273,0.7800450999453729
within_model_arm,equal5_non_qk,qwen,sft,0.025,c_equal5,delta_nll_cumulative,72,0.7626625453342843,0.7819762233154307
within_model_arm,equal5_non_qk,qwen,sft,0.05,c_equal5,cumulative_kl_base_to_current,72,0.8254683534856382,0.7338660718896233
within_model_arm,equal5_non_qk,qwen,sft,0.05,c_equal5,absolute_delta_nll_cumulative,72,0.8108935814077299,0.7247201194402353
within_model_arm,equal5_non_qk,qwen,sft,0.05,c_equal5,delta_nll_cumulative,72,0.7575109324950932,0.6940618563000335
within_model_arm,equal5_non_qk,qwen,sft,0.1,c_equal5,cumulative_kl_base_to_current,72,0.8308354956671394,0.71209643794982
within_model_arm,equal5_non_qk,qwen,sft,0.1,c_equal5,absolute_delta_nll_cumulative,72,0.8161946607195403,0.6792284577137206
within_model_arm,equal5_non_qk,qwen,sft,0.1,c_equal5,delta_nll_cumulative,72,0.760587831401447,0.7154608768716254
within_model_arm,equal7,llama,offkd,0.01,c_equal7,cumulative_kl_base_to_current,24,0.882671723755716,0.9313043478260868
within_model_arm,equal7,llama,offkd,0.01,c_equal7,absolute_delta_nll_cumulative,24,0.8448178255444795,0.8469565217391304
within_model_arm,equal7,llama,offkd,0.01,c_equal7,delta_nll_cumulative,24,-0.24967067277938634,-0.2817391304347826
within_model_arm,equal7,llama,offkd,0.025,c_equal7,cumulative_kl_base_to_current,24,0.8483067460810082,0.9199999999999999
within_model_arm,equal7,llama,offkd,0.025,c_equal7,absolute_delta_nll_cumulative,24,0.8097844646207705,0.8252173913043478
within_model_arm,equal7,llama,offkd,0.025,c_equal7,delta_nll_cumulative,24,-0.13544719489725454,-0.21130434782608692
within_model_arm,equal7,llama,offkd,0.05,c_equal7,cumulative_kl_base_to_current,24,0.8442015750716103,0.9008695652173913
within_model_arm,equal7,llama,offkd,0.05,c_equal7,absolute_delta_nll_cumulative,24,0.8078236196726153,0.8078260869565217
within_model_arm,equal7,llama,offkd,0.05,c_equal7,delta_nll_cumulative,24,-0.1489906846945633,-0.18086956521739128
within_model_arm,equal7,llama,offkd,0.1,c_equal7,cumulative_kl_base_to_current,24,0.7869786035383757,0.8408695652173912
within_model_arm,equal7,llama,offkd,0.1,c_equal7,absolute_delta_nll_cumulative,24,0.7620117932042425,0.7643478260869565
within_model_arm,equal7,llama,offkd,0.1,c_equal7,delta_nll_cumulative,24,0.006047151575529272,-0.04434782608695652
within_model_arm,equal7,llama,opd,0.01,c_equal7,cumulative_kl_base_to_current,24,0.942704713414138,0.9260869565217391
within_model_arm,equal7,llama,opd,0.01,c_equal7,absolute_delta_nll_cumulative,24,0.9628925945173958,0.96
within_model_arm,equal7,llama,opd,0.01,c_equal7,delta_nll_cumulative,24,0.7891284538279647,0.7817391304347826
within_model_arm,equal7,llama,opd,0.025,c_equal7,cumulative_kl_base_to_current,24,0.9362267244202548,0.9521739130434782
within_model_arm,equal7,llama,opd,0.025,c_equal7,absolute_delta_nll_cumulative,24,0.9668014507495842,0.9652173913043477
within_model_arm,equal7,llama,opd,0.025,c_equal7,delta_nll_cumulative,24,0.8041261506555639,0.837391304347826
within_model_arm,equal7,llama,opd,0.05,c_equal7,cumulative_kl_base_to_current,24,0.9246399026086664,0.9539130434782607
within_model_arm,equal7,llama,opd,0.05,c_equal7,absolute_delta_nll_cumulative,24,0.963654433929036,0.9591304347826086
within_model_arm,equal7,llama,opd,0.05,c_equal7,delta_nll_cumulative,24,0.799906314745797,0.8460869565217389
within_model_arm,equal7,llama,opd,0.1,c_equal7,cumulative_kl_base_to_current,24,0.9016892732796896,0.9208695652173912
within_model_arm,equal7,llama,opd,0.1,c_equal7,absolute_delta_nll_cumulative,24,0.9610676082786773,0.9652173913043477
within_model_arm,equal7,llama,opd,0.1,c_equal7,delta_nll_cumulative,24,0.7601480251992355,0.7730434782608695
within_model_arm,equal7,llama,seqkd,0.01,c_equal7,cumulative_kl_base_to_current,24,0.7773026182722099,0.8408695652173912
within_model_arm,equal7,llama,seqkd,0.01,c_equal7,absolute_delta_nll_cumulative,24,0.7539509355129447,0.7565217391304346
within_model_arm,equal7,llama,seqkd,0.01,c_equal7,delta_nll_cumulative,24,0.07923686922298272,0.01826086956521739
within_model_arm,equal7,llama,seqkd,0.025,c_equal7,cumulative_kl_base_to_current,24,0.7572761993807617,0.8443478260869565
within_model_arm,equal7,llama,seqkd,0.025,c_equal7,absolute_delta_nll_cumulative,24,0.7348176911369599,0.7547826086956521
within_model_arm,equal7,llama,seqkd,0.025,c_equal7,delta_nll_cumulative,24,0.11903394056368913,0.07130434782608694
within_model_arm,equal7,llama,seqkd,0.05,c_equal7,cumulative_kl_base_to_current,24,0.7456455050202291,0.8295652173913043
within_model_arm,equal7,llama,seqkd,0.05,c_equal7,absolute_delta_nll_cumulative,24,0.72974916809894,0.7513043478260868
within_model_arm,equal7,llama,seqkd,0.05,c_equal7,delta_nll_cumulative,24,0.10484227530384634,0.06521739130434781
within_model_arm,equal7,llama,seqkd,0.1,c_equal7,cumulative_kl_base_to_current,24,0.6387471045565098,0.6765217391304347
within_model_arm,equal7,llama,seqkd,0.1,c_equal7,absolute_delta_nll_cumulative,24,0.643885470336379,0.6243478260869564
within_model_arm,equal7,llama,seqkd,0.1,c_equal7,delta_nll_cumulative,24,0.265380940014778,0.27478260869565213
within_model_arm,equal7,llama,sft,0.01,c_equal7,cumulative_kl_base_to_current,24,0.9679549484596323,0.9504347826086955
within_model_arm,equal7,llama,sft,0.01,c_equal7,absolute_delta_nll_cumulative,24,0.895730190521274,0.9191304347826086
within_model_arm,equal7,llama,sft,0.01,c_equal7,delta_nll_cumulative,24,0.20181221158671606,0.1252173913043478
within_model_arm,equal7,llama,sft,0.025,c_equal7,cumulative_kl_base_to_current,24,0.9700366999524044,0.9513043478260867
within_model_arm,equal7,llama,sft,0.025,c_equal7,absolute_delta_nll_cumulative,24,0.9002971587133667,0.9226086956521738
within_model_arm,equal7,llama,sft,0.025,c_equal7,delta_nll_cumulative,24,0.25176717346148636,0.1469565217391304
within_model_arm,equal7,llama,sft,0.05,c_equal7,cumulative_kl_base_to_current,24,0.9697710215537196,0.9539130434782607
within_model_arm,equal7,llama,sft,0.05,c_equal7,absolute_delta_nll_cumulative,24,0.9054515292865004,0.9278260869565217
within_model_arm,equal7,llama,sft,0.05,c_equal7,delta_nll_cumulative,24,0.253061979598335,0.15217391304347824
within_model_arm,equal7,llama,sft,0.1,c_equal7,cumulative_kl_base_to_current,24,0.9542034273525816,0.9286956521739129
within_model_arm,equal7,llama,sft,0.1,c_equal7,absolute_delta_nll_cumulative,24,0.8825829158669255,0.9017391304347826
within_model_arm,equal7,llama,sft,0.1,c_equal7,delta_nll_cumulative,24,0.25756692554804256,0.2252173913043478
within_model_arm,equal7,qwen,offkd,0.01,c_equal7,cumulative_kl_base_to_current,72,0.8419147755000689,0.8272844272844272
within_model_arm,equal7,qwen,offkd,0.01,c_equal7,absolute_delta_nll_cumulative,72,0.7831219475078176,0.7469755469755469
within_model_arm,equal7,qwen,offkd,0.01,c_equal7,delta_nll_cumulative,72,0.7433650061437824,0.8097812097812096
within_model_arm,equal7,qwen,offkd,0.025,c_equal7,cumulative_kl_base_to_current,72,0.839291216633686,0.8082368082368081
within_model_arm,equal7,qwen,offkd,0.025,c_equal7,absolute_delta_nll_cumulative,72,0.7679693856733367,0.7145431145431145
within_model_arm,equal7,qwen,offkd,0.025,c_equal7,delta_nll_cumulative,72,0.7471120183778324,0.8169884169884168
within_model_arm,equal7,qwen,offkd,0.05,c_equal7,cumulative_kl_base_to_current,72,0.8410766124993493,0.8069498069498069
within_model_arm,equal7,qwen,offkd,0.05,c_equal7,absolute_delta_nll_cumulative,72,0.7723854071128698,0.729214929214929
within_model_arm,equal7,qwen,offkd,0.05,c_equal7,delta_nll_cumulative,72,0.7432293448485687,0.8018018018018017
within_model_arm,equal7,qwen,offkd,0.1,c_equal7,cumulative_kl_base_to_current,72,0.8721795340074395,0.847104247104247
within_model_arm,equal7,qwen,offkd,0.1,c_equal7,absolute_delta_nll_cumulative,72,0.8177673119317596,0.7915057915057914
within_model_arm,equal7,qwen,offkd,0.1,c_equal7,delta_nll_cumulative,72,0.7719296222101942,0.8177606177606177
within_model_arm,equal7,qwen,opd,0.01,c_equal7,cumulative_kl_base_to_current,72,0.7827211830307933,0.8095238095238094
within_model_arm,equal7,qwen,opd,0.01,c_equal7,absolute_delta_nll_cumulative,72,0.7419541442114762,0.7253539253539253
within_model_arm,equal7,qwen,opd,0.01,c_equal7,delta_nll_cumulative,72,0.6126471256423381,0.7374517374517373
within_model_arm,equal7,qwen,opd,0.025,c_equal7,cumulative_kl_base_to_current,72,0.7858916540778559,0.8048906048906048
within_model_arm,equal7,qwen,opd,0.025,c_equal7,absolute_delta_nll_cumulative,72,0.7277984901586583,0.7132561132561133
within_model_arm,equal7,qwen,opd,0.025,c_equal7,delta_nll_cumulative,72,0.6385964417347402,0.7444015444015443
within_model_arm,equal7,qwen,opd,0.05,c_equal7,cumulative_kl_base_to_current,72,0.7837228698120037,0.8043758043758042
within_model_arm,equal7,qwen,opd,0.05,c_equal7,absolute_delta_nll_cumulative,72,0.7176938948527015,0.7104247104247103
within_model_arm,equal7,qwen,opd,0.05,c_equal7,delta_nll_cumulative,72,0.649127729454714,0.7459459459459459
within_model_arm,equal7,qwen,opd,0.1,c_equal7,cumulative_kl_base_to_current,72,0.7969965186887745,0.8398970398970397
within_model_arm,equal7,qwen,opd,0.1,c_equal7,absolute_delta_nll_cumulative,72,0.7373110377618886,0.7518661518661518
within_model_arm,equal7,qwen,opd,0.1,c_equal7,delta_nll_cumulative,72,0.6363324044658925,0.7462033462033462
within_model_arm,equal7,qwen,seqkd,0.01,c_equal7,cumulative_kl_base_to_current,72,0.8779127536184009,0.8324324324324324
within_model_arm,equal7,qwen,seqkd,0.01,c_equal7,absolute_delta_nll_cumulative,72,0.8016809989204118,0.7552123552123552
within_model_arm,equal7,qwen,seqkd,0.01,c_equal7,delta_nll_cumulative,72,0.7654140426565541,0.8069498069498069
within_model_arm,equal7,qwen,seqkd,0.025,c_equal7,cumulative_kl_base_to_current,72,0.8817569722646026,0.8211068211068211
within_model_arm,equal7,qwen,seqkd,0.025,c_equal7,absolute_delta_nll_cumulative,72,0.792770725284088,0.7379665379665379
within_model_arm,equal7,qwen,seqkd,0.025,c_equal7,delta_nll_cumulative,72,0.7683560756921287,0.8059202059202057
within_model_arm,equal7,qwen,seqkd,0.05,c_equal7,cumulative_kl_base_to_current,72,0.8804347244627563,0.8195624195624196
within_model_arm,equal7,qwen,seqkd,0.05,c_equal7,absolute_delta_nll_cumulative,72,0.7957691746575409,0.7505791505791505
within_model_arm,equal7,qwen,seqkd,0.05,c_equal7,delta_nll_cumulative,72,0.7668351037439718,0.7912483912483912
within_model_arm,equal7,qwen,seqkd,0.1,c_equal7,cumulative_kl_base_to_current,72,0.9061353499687396,0.8545688545688545
within_model_arm,equal7,qwen,seqkd,0.1,c_equal7,absolute_delta_nll_cumulative,72,0.8518795126962131,0.8157014157014155
within_model_arm,equal7,qwen,seqkd,0.1,c_equal7,delta_nll_cumulative,72,0.8046509799023785,0.8028314028314028
within_model_arm,equal7,qwen,sft,0.01,c_equal7,cumulative_kl_base_to_current,72,0.746180392715656,0.7638902968375345
within_model_arm,equal7,qwen,sft,0.01,c_equal7,absolute_delta_nll_cumulative,72,0.7268601568159596,0.7406403385300004
within_model_arm,equal7,qwen,sft,0.01,c_equal7,delta_nll_cumulative,72,0.6552557822847034,0.7930819111569938
within_model_arm,equal7,qwen,sft,0.025,c_equal7,cumulative_kl_base_to_current,72,0.7354515733407279,0.6837464145584874
within_model_arm,equal7,qwen,sft,0.025,c_equal7,absolute_delta_nll_cumulative,72,0.712122110033775,0.660572934117793
within_model_arm,equal7,qwen,sft,0.025,c_equal7,delta_nll_cumulative,72,0.6490119439640191,0.7348568130860189
within_model_arm,equal7,qwen,sft,0.05,c_equal7,cumulative_kl_base_to_current,72,0.7353391419840175,0.7168623293076627
within_model_arm,equal7,qwen,sft,0.05,c_equal7,absolute_delta_nll_cumulative,72,0.7116134160021368,0.7064282145414593
within_model_arm,equal7,qwen,sft,0.05,c_equal7,delta_nll_cumulative,72,0.6476180594022559,0.7002450354207465
within_model_arm,equal7,qwen,sft,0.1,c_equal7,cumulative_kl_base_to_current,72,0.83464701452353,0.7167548918415505
within_model_arm,equal7,qwen,sft,0.1,c_equal7,absolute_delta_nll_cumulative,72,0.8235230422717381,0.6836281086114663
within_model_arm,equal7,qwen,sft,0.1,c_equal7,delta_nll_cumulative,72,0.7592982095844724,0.7105436199859096
logstep_progress_residual,equal5_non_qk,llama,offkd,0.01,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.7272942395441366,0.6991304347826087
logstep_progress_residual,equal5_non_qk,llama,offkd,0.01,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.6457312619548797,0.5921739130434782
logstep_progress_residual,equal5_non_qk,llama,offkd,0.01,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.4450180339894527,-0.4052173913043478
logstep_progress_residual,equal5_non_qk,llama,offkd,0.025,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.6514618388830619,0.6269565217391303
logstep_progress_residual,equal5_non_qk,llama,offkd,0.025,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.5548441544348182,0.4878260869565217
logstep_progress_residual,equal5_non_qk,llama,offkd,0.025,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.2982883161519678,-0.2652173913043478
logstep_progress_residual,equal5_non_qk,llama,offkd,0.05,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.6250788312586287,0.5826086956521739
logstep_progress_residual,equal5_non_qk,llama,offkd,0.05,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.5344653739742177,0.4495652173913043
logstep_progress_residual,equal5_non_qk,llama,offkd,0.05,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.21818405905134794,-0.23478260869565212
logstep_progress_residual,equal5_non_qk,llama,offkd,0.1,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.605615887411021,0.5973913043478261
logstep_progress_residual,equal5_non_qk,llama,offkd,0.1,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.5083158664974426,0.45217391304347826
logstep_progress_residual,equal5_non_qk,llama,offkd,0.1,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.2666115095960999,-0.268695652173913
logstep_progress_residual,equal5_non_qk,llama,opd,0.01,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.869684391995436,0.7826086956521738
logstep_progress_residual,equal5_non_qk,llama,opd,0.01,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.9185828505060613,0.9113043478260868
logstep_progress_residual,equal5_non_qk,llama,opd,0.01,c_equal5_residual_logstep,delta_nll_cumulative,24,0.5425836562126117,0.5443478260869564
logstep_progress_residual,equal5_non_qk,llama,opd,0.025,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.8333208535652483,0.7678260869565217
logstep_progress_residual,equal5_non_qk,llama,opd,0.025,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.8903546172604752,0.9034782608695651
logstep_progress_residual,equal5_non_qk,llama,opd,0.025,c_equal5_residual_logstep,delta_nll_cumulative,24,0.5566613136402825,0.5460869565217391
logstep_progress_residual,equal5_non_qk,llama,opd,0.05,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.7777321039615317,0.7113043478260868
logstep_progress_residual,equal5_non_qk,llama,opd,0.05,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.8550264293187998,0.8852173913043477
logstep_progress_residual,equal5_non_qk,llama,opd,0.05,c_equal5_residual_logstep,delta_nll_cumulative,24,0.5297847982869024,0.537391304347826
