model,arm,checkpoint,layer,probe_name,epsilon,raw_weight_energy,whitened_update_energy_current,whitened_update_energy_fixed,activation_exposure_ratio,module_count,metric_family,source_key,aggregation,included_modules,excluded_modules,family,step,k,rank_spec_kind,p_k,source_rank_k,mask_density_alpha,random_null_rank,coverage,overlap_lift,overlap_lift_minus_random_null,update_density,angle_k,theta_u_mean_deg,theta_u_max_deg,theta_v_mean_deg,theta_v_max_deg,pabs_mean_cos_u,pabs_mean_cos_v,pabs_joint_mean_cos,nss_l1_top32,nss_l2_top32,headline_layer,pabs_joint_mean_cos_k32,theta_u_mean_deg_k32,theta_v_mean_deg_k32,real_overlap_lift,null_overlap_lift_mean,null_overlap_lift_std,z_tpnt,source_status,reason
llama,offkd,5.0,14.0,E_math,0.05,0.0031994838267564198,0.0004943920284858524,0.0004952356977809991,1.0001401116366808,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,5.0,14.0,E_math,0.1,0.0031994838267564198,0.0004943920284858524,0.0004952356977809991,1.0001401116366808,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,5.0,14.0,E_ood,0.01,0.0031994838267564198,0.00037378610541051184,0.0003730548371094869,1.0041006143934088,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,5.0,14.0,E_ood,0.025,0.0031994838267564198,0.00037378610541051184,0.0003730548371094869,1.0041006143934088,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,5.0,14.0,E_ood,0.05,0.0031994838267564198,0.00037378610541051184,0.0003730548371094869,1.0041006143934088,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,5.0,14.0,E_ood,0.1,0.0031994838267564198,0.00037378610541051184,0.0003730548371094869,1.0041006143934088,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_general,0.01,0.022617048583924722,0.002597241810872173,0.0025754769987542748,1.0111739835823896,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_general,0.025,0.022617048583924722,0.002597241810872173,0.0025754769987542748,1.0111739835823896,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_general,0.05,0.022617048583924722,0.002597241810872173,0.0025754769987542748,1.0111739835823896,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_general,0.1,0.022617048583924722,0.002597241810872173,0.0025754769987542748,1.0111739835823896,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_if,0.01,0.022617048583924722,0.0034393217938486,0.0032712473301216597,1.05212041979784,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_if,0.025,0.022617048583924722,0.0034393217938486,0.0032712473301216597,1.05212041979784,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_if,0.05,0.022617048583924722,0.0034393217938486,0.0032712473301216597,1.05212041979784,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_if,0.1,0.022617048583924722,0.0034393217938486,0.0032712473301216597,1.05212041979784,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_math,0.01,0.022617048583924722,0.00445939334749704,0.00444241591030726,1.0078925526394609,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_math,0.025,0.022617048583924722,0.00445939334749704,0.00444241591030726,1.0078925526394609,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_math,0.05,0.022617048583924722,0.00445939334749704,0.00444241591030726,1.0078925526394609,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_math,0.1,0.022617048583924722,0.00445939334749704,0.00444241591030726,1.0078925526394609,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_ood,0.01,0.022617048583924722,0.0032402129436377,0.00317962358240034,1.026059299830258,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_ood,0.025,0.022617048583924722,0.0032402129436377,0.00317962358240034,1.026059299830258,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_ood,0.05,0.022617048583924722,0.0032402129436377,0.00317962358240034,1.026059299830258,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,20.0,14.0,E_ood,0.1,0.022617048583924722,0.0032402129436377,0.00317962358240034,1.026059299830258,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_general,0.01,0.045716304332017836,0.005768312147119961,0.00569848608574824,1.018291825343289,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_general,0.025,0.045716304332017836,0.005768312147119961,0.00569848608574824,1.018291825343289,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_general,0.05,0.045716304332017836,0.005768312147119961,0.00569848608574824,1.018291825343289,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_general,0.1,0.045716304332017836,0.005768312147119961,0.00569848608574824,1.018291825343289,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_if,0.01,0.045716304332017836,0.008722736791241881,0.00804610664490606,1.0805602070280682,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_if,0.025,0.045716304332017836,0.008722736791241881,0.00804610664490606,1.0805602070280682,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_if,0.05,0.045716304332017836,0.008722736791241881,0.00804610664490606,1.0805602070280682,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_if,0.1,0.045716304332017836,0.008722736791241881,0.00804610664490606,1.0805602070280682,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_math,0.01,0.045716304332017836,0.01070559684885662,0.01050590237719,1.0253838450258583,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_math,0.025,0.045716304332017836,0.01070559684885662,0.01050590237719,1.0253838450258583,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_math,0.05,0.045716304332017836,0.01070559684885662,0.01050590237719,1.0253838450258583,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_math,0.1,0.045716304332017836,0.01070559684885662,0.01050590237719,1.0253838450258583,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_ood,0.01,0.045716304332017836,0.008016466448316299,0.007746090751606901,1.0462211554950478,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_ood,0.025,0.045716304332017836,0.008016466448316299,0.007746090751606901,1.0462211554950478,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_ood,0.05,0.045716304332017836,0.008016466448316299,0.007746090751606901,1.0462211554950478,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,40.0,14.0,E_ood,0.1,0.045716304332017836,0.008016466448316299,0.007746090751606901,1.0462211554950478,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_general,0.01,0.0937274910509586,0.01961755349766458,0.01872100667096668,1.0380167658357484,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_general,0.025,0.0937274910509586,0.01961755349766458,0.01872100667096668,1.0380167658357484,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_general,0.05,0.0937274910509586,0.01961755349766458,0.01872100667096668,1.0380167658357484,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_general,0.1,0.0937274910509586,0.01961755349766458,0.01872100667096668,1.0380167658357484,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_if,0.01,0.0937274910509586,0.034481481392867816,0.029561627074144718,1.1295404230225297,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_if,0.025,0.0937274910509586,0.034481481392867816,0.029561627074144718,1.1295404230225297,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_if,0.05,0.0937274910509586,0.034481481392867816,0.029561627074144718,1.1295404230225297,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_if,0.1,0.0937274910509586,0.034481481392867816,0.029561627074144718,1.1295404230225297,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_math,0.01,0.0937274910509586,0.047409786446951305,0.043678311444818915,1.0744043531632943,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_math,0.025,0.0937274910509586,0.047409786446951305,0.043678311444818915,1.0744043531632943,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_math,0.05,0.0937274910509586,0.047409786446951305,0.043678311444818915,1.0744043531632943,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_math,0.1,0.0937274910509586,0.047409786446951305,0.043678311444818915,1.0744043531632943,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_ood,0.01,0.0937274910509586,0.034311125078238504,0.030931329063605482,1.0897339799263366,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_ood,0.025,0.0937274910509586,0.034311125078238504,0.030931329063605482,1.0897339799263366,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_ood,0.05,0.0937274910509586,0.034311125078238504,0.030931329063605482,1.0897339799263366,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,80.0,14.0,E_ood,0.1,0.0937274910509586,0.034311125078238504,0.030931329063605482,1.0897339799263366,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,160.0,14.0,E_general,0.01,0.18944336473941797,0.06213919139700007,0.057308807410299714,1.0439120255452305,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,160.0,14.0,E_general,0.025,0.18944336473941797,0.06213919139700007,0.057308807410299714,1.0439120255452305,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llama,offkd,160.0,14.0,E_general,0.05,0.18944336473941797,0.06213919139700007,0.057308807410299714,1.0439120255452305,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
