inventory_type,status,source_key,source_path,row_count,sha256,model,arm,checkpoint,artifact_probe_name,probe_name,epsilon,layer,module,task,reason
source_file,READY_REUSE_MODULE_ROWS,d11_tpnt_angles_pabs_nss,/root/autodl-tmp/cycle09_relative_functional_contraction/d11_pk_tpnt/formal/final/d11_tpnt_angles_pabs_nss.csv,1344.0,ec9b40ffec91d28b8c91948a4c44be03438d6fa1cfd1d11be91f51eb492d3439,,,,,,,,,,
source_file,READY_REUSE_MODULE_ROWS,d11_e5_layer_robustness,/root/autodl-tmp/cycle09_relative_functional_contraction/d11_pk_tpnt/formal/final/d11_e5_layer_robustness.csv,3024.0,e76159e769dd402cf8be959bdac09003d2f34584bea9cc4c6f12293b6042e5a6,,,,,,,,,,
source_file,READY_REUSE_MODULE_ROWS,d11_e6_alpha_sensitivity,/root/autodl-tmp/cycle09_relative_functional_contraction/d11_pk_tpnt/formal/final/d11_e6_alpha_sensitivity.csv,2016.0,d64dca8109a3d76d9fb34206cbe151cbd811902ec5b78fb21ecb78599030eec5,,,,,,,,,,
source_file,READY_REUSE_MODULE_ROWS,d11_e7_spectrum_matched_null,/root/autodl-tmp/cycle09_relative_functional_contraction/d11_pk_tpnt/formal/final/d11_e7_spectrum_matched_null.csv,1008.0,e58f37cfbedcf124bbd9e243e5dc63c23a3aa54a1bb3a512c825c59815abcece,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,d11_e7_null_seed_rows_llama,/root/autodl-tmp/cycle09_relative_functional_contraction/d11_pk_tpnt/formal/final/d11_e7_spectrum_matched_null_seed_rows_llama.csv,5040.0,5856f387722169cfdc570ed09226bffe7b0d72f55022dfe84fc5c9e211f7d618,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,d11_e7_null_seed_rows_qwen,/root/autodl-tmp/cycle09_relative_functional_contraction/d11_pk_tpnt/formal/final/d11_e7_spectrum_matched_null_seed_rows_qwen.csv,5040.0,f16718c6cb79da0472ac08057007a74f75754ea9fc5e17ef66a53652725b5d52,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,d11_same_cell_feature_matrix,/root/autodl-tmp/cycle09_relative_functional_contraction/d11_pk_tpnt/formal/final/d11_same_cell_feature_matrix.csv,192.0,55ddfbb12391db842f91c604999b1fb5dc33f884b6c81538e0e9f0bb561481ea,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,rr5_common_grid,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/reviewer_robustness/RR5_llama_common_grid.csv,64.0,41535f33912d718c403dddc2f65b348eb9630ca3d08e2c8befaeac9570b9ba8e,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,rr5_nested_metrics,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/reviewer_robustness/RR5_nested_regularization_metrics.csv,28.0,127ae919ebbfdafb4a1bc5fcb1ce55bf58be93b1eed16c89a17c77ef741f2753,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,rr5_nested_folds,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/reviewer_robustness/RR5_nested_regularization_folds.csv,112.0,eba9ea21751c55abab6e93fc8bd377b191c4ba88230e8445a1f7223d4d374d8d,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,rr5_checkpoint_demeaned_cells,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/reviewer_robustness/RR5_checkpoint_demeaned_cells.csv,64.0,e191e1c5a0ef32e47bd6ebf45121a291c68da7f5f1c1fdc141b0fbdcf6624602,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,rr5_checkpoint_demeaned_correlations,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/reviewer_robustness/RR5_checkpoint_demeaned_correlations.csv,24.0,c316561aeb7693ee420283bb6a6a6c2fd86e213055f0d8e56a5a18d0bcfe7020,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,qwen_outputs,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_outputs.csv,148.0,08b524d395a566a1fff3108443dc592e60ab3e26001868d980e3c0af98c6154b,,,,,,,,,,
source_file,NOT_APPLICABLE_NO_MODULE_AXIS,llama_outputs,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/final/d10_5_integrated_outputs.csv,248.0,9f0d75b037fe443a3c0a18185320ac679d01c5d718f6c511246a71222a9c471e,,,,,,,,,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.01,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.01,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.01,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.01,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.01,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.01,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.01,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.025,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.025,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.025,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.025,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.025,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.025,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.025,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.05,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.05,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.05,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.05,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.05,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.05,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.05,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.1,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.1,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.1,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.1,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.1,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.1,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_general,E_general,0.1,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.01,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.01,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.01,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.01,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.01,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.01,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.01,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.025,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.025,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.025,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.025,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.025,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.025,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.025,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.05,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.05,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.05,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.05,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.05,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.05,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.05,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.1,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.1,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.1,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.1,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.1,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.1,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_if,E_ifeval,0.1,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.01,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.01,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.01,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.01,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.01,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.01,14.0,self_attn.q_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.01,14.0,self_attn.v_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.025,14.0,mlp.down_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.025,14.0,mlp.gate_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.025,14.0,mlp.up_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.025,14.0,self_attn.k_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.025,14.0,self_attn.o_proj,,
functional_module_cell,READY_REUSE_MODULE_ROWS,llama_state_module,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,1.0,,llama,base,0.0,E_math,E_mathHeld,0.025,14.0,self_attn.q_proj,,
