comparison_type,model,arm,checkpoint,probe_name,artifact_probe_name,epsilon,layer,equal7_value,equal5_value,equal5_minus_equal7,sign_changed,ordering_changed,deepest_arm_changed,rank_or_score_changed,source_rows_complete,excluded_modules_exactly_qk,n_cells,OPD_strict_deepest,offline_strictly_deeper,mechanical_readback,mean_equal5_minus_equal7
functional_cell,llama,base,0.0,E_mmluPro,E_ood,0.05,14.0,0.0,0.0,0.0,False,,,False,True,True,,,,,
functional_cell,llama,base,0.0,E_mmluPro,E_ood,0.1,14.0,0.0,0.0,0.0,False,,,False,True,True,,,,,
functional_cell,llama,offkd,5.0,E_general,E_general,0.01,14.0,0.0005873933388384255,0.0,-0.0005873933388384255,True,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_general,E_general,0.025,14.0,0.00108085485443976,0.0,-0.00108085485443976,True,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_general,E_general,0.05,14.0,7.927699381639449e-05,0.00011098779134295228,3.1710797526557794e-05,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_general,E_general,0.1,14.0,0.002857142857142857,0.0,-0.002857142857142857,True,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_ifeval,E_if,0.01,14.0,0.0029121385497558904,0.0019651927274222216,-0.0009469458223336689,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_ifeval,E_if,0.025,14.0,0.0029070345597533784,0.0027753500017777067,-0.0001316845579756717,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_ifeval,E_if,0.05,14.0,0.005518894873359008,0.004204155014690518,-0.0013147398586684901,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_ifeval,E_if,0.1,14.0,0.004184684120470304,0.005858557768658426,0.0016738736481881223,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_mathHeld,E_math,0.01,14.0,7.240328194171125e-05,-0.0004101443566882539,-0.00048254763862996515,True,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_mathHeld,E_math,0.025,14.0,-0.00011240535435192343,-0.0011189059576311544,-0.001006500603279231,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_mathHeld,E_math,0.05,14.0,-0.0005914618388821553,-0.0008280465744350174,-0.00023658473555286208,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_mathHeld,E_math,0.1,14.0,-0.0009390609390609392,-0.0013146853146853148,-0.00037562437562437565,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_mmluPro,E_ood,0.01,14.0,0.000698081563489287,4.140962309361634e-05,-0.0006566719403956707,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_mmluPro,E_ood,0.025,14.0,0.0016447307221146544,0.000484583060898094,-0.0011601476612165605,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_mmluPro,E_ood,0.05,14.0,0.001355341798413061,0.00027146225761568376,-0.0010838795407973772,False,,,True,True,True,,,,,
functional_cell,llama,offkd,5.0,E_mmluPro,E_ood,0.1,14.0,0.0004380792535277395,0.0006133109549388353,0.0001752317014110958,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_general,E_general,0.01,14.0,0.0016419427459800045,0.0003650011545839527,-0.001276941591396052,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_general,E_general,0.025,14.0,0.0025538083139528293,0.0005489380471026325,-0.002004870266850197,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_general,E_general,0.05,14.0,0.0017228536062524492,0.0011299437667021469,-0.0005929098395503023,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_general,E_general,0.1,14.0,0.00454537685846242,0.0023635276018473886,-0.0021818492566150318,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_ifeval,E_if,0.01,14.0,0.007233910106545539,0.004951490712310754,-0.0022824193942347854,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_ifeval,E_if,0.025,14.0,0.009857039441593357,0.007788700498131548,-0.002068338943461809,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_ifeval,E_if,0.05,14.0,0.012854059609535392,0.01151042268237449,-0.0013436369271609024,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_ifeval,E_if,0.1,14.0,0.015903598227485816,0.017719582973025595,0.0018159847455397789,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_mathHeld,E_math,0.01,14.0,0.0035344049427995044,0.00214167484052845,-0.0013927301022710545,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_mathHeld,E_math,0.025,14.0,0.004668172502387214,0.0023174927853933823,-0.002350679716993832,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_mathHeld,E_math,0.05,14.0,0.006817365000416272,0.0032798634739993316,-0.00353750152641694,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_mathHeld,E_math,0.1,14.0,0.003470838537386896,0.004859173952341654,0.0013883354149547581,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_mmluPro,E_ood,0.01,14.0,0.003511595841744928,0.0014451705639874823,-0.0020664252777574457,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_mmluPro,E_ood,0.025,14.0,0.004946675626008157,0.002594821531842131,-0.002351854094166026,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_mmluPro,E_ood,0.05,14.0,0.006249833867153304,0.003299932695887224,-0.00294990117126608,False,,,True,True,True,,,,,
functional_cell,llama,offkd,20.0,E_mmluPro,E_ood,0.1,14.0,0.008604992303688868,0.007168940444676608,-0.0014360518590122596,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_general,E_general,0.01,14.0,0.00250722577559132,0.0007540467216659984,-0.0017531790539253216,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_general,E_general,0.025,14.0,0.004615977923906539,0.001352978135021592,-0.0032629997888849473,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_general,E_general,0.05,14.0,0.005120907257270159,0.002803365794273859,-0.0023175414629963004,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_general,E_general,0.1,14.0,0.00601683219080301,0.004423565067124215,-0.0015932671236787953,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_ifeval,E_if,0.01,14.0,0.007584391835045055,0.005124704814749756,-0.0024596870202952988,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_ifeval,E_if,0.025,14.0,0.010560941491708596,0.00812691417735437,-0.0024340273143542267,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_ifeval,E_if,0.05,14.0,0.014788635880968027,0.012178013135849567,-0.00261062274511846,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_ifeval,E_if,0.1,14.0,0.015053957671962905,0.01653008619529352,0.0014761285233306151,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_mathHeld,E_math,0.01,14.0,0.0048915909724583356,0.002769770056879904,-0.0021218209155784316,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_mathHeld,E_math,0.025,14.0,0.005386522191510459,0.003323182350165925,-0.002063339841344534,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_mathHeld,E_math,0.05,14.0,0.007580861746536337,0.004348758918567423,-0.0032321028279689136,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_mathHeld,E_math,0.1,14.0,0.006122620355095953,0.008571668497134335,0.0024490481420383816,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_mmluPro,E_ood,0.01,14.0,0.005709308030656675,0.003254388104131914,-0.002454919926524761,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_mmluPro,E_ood,0.025,14.0,0.008840709997609737,0.005533985257577477,-0.00330672474003226,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_mmluPro,E_ood,0.05,14.0,0.012084911119022854,0.007645222390539795,-0.004439688728483059,False,,,True,True,True,,,,,
functional_cell,llama,offkd,40.0,E_mmluPro,E_ood,0.1,14.0,0.01235315337601943,0.012416365945939398,6.321256991996885e-05,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_general,E_general,0.01,14.0,0.0038934454240174042,0.0007610355396744629,-0.0031324098843429414,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_general,E_general,0.025,14.0,0.006011794697211646,0.0017939248214330795,-0.004217869875778567,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_general,E_general,0.05,14.0,0.007720666772654826,0.0033591760319593078,-0.004361490740695518,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_general,E_general,0.1,14.0,0.007438400490567483,0.006413760686794476,-0.0010246398037730073,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_ifeval,E_if,0.01,14.0,0.009670737821255862,0.006251248270669178,-0.0034194895505866843,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_ifeval,E_if,0.025,14.0,0.014282424091292973,0.0105620810513659,-0.003720343039927073,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_ifeval,E_if,0.05,14.0,0.01990453573339992,0.015817975121242122,-0.0040865606121578,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_ifeval,E_if,0.1,14.0,0.019038469257869985,0.022108402415563434,0.003069933157693449,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_mathHeld,E_math,0.01,14.0,0.009001307383896557,0.005979442582551599,-0.0030218648013449582,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_mathHeld,E_math,0.025,14.0,0.011012906060548123,0.0079437095104084,-0.0030691965501397234,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_mathHeld,E_math,0.05,14.0,0.016262713000099287,0.012180650719787635,-0.0040820622803116515,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_mathHeld,E_math,0.1,14.0,0.01162356129525606,0.016272985813358485,0.004649424518102425,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_mmluPro,E_ood,0.01,14.0,0.008765339522474646,0.005056793453843545,-0.003708546068631101,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_mmluPro,E_ood,0.025,14.0,0.013149355357549191,0.008624453305812315,-0.004524902051736876,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_mmluPro,E_ood,0.05,14.0,0.018419742115253043,0.012690167327297257,-0.005729574787955785,False,,,True,True,True,,,,,
functional_cell,llama,offkd,80.0,E_mmluPro,E_ood,0.1,14.0,0.01800263994605607,0.020325647143990693,0.002323007197934622,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_general,E_general,0.01,14.0,0.004687279720741874,0.0007610355396744629,-0.003926244181067412,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_general,E_general,0.025,14.0,0.00828889789789823,0.0019554757099629664,-0.006333422187935263,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_general,E_general,0.05,14.0,0.010839169891157945,0.0033591760319593078,-0.0074799938591986375,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_general,E_general,0.1,14.0,0.013271733823900816,0.006413760686794476,-0.006857973137106341,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_ifeval,E_if,0.01,14.0,0.010995953498615558,0.006312209294197046,-0.004683744204418512,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_ifeval,E_if,0.025,14.0,0.015950019644247995,0.010538386656391868,-0.005411632987856126,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_ifeval,E_if,0.05,14.0,0.02257499298004856,0.016034317458538134,-0.006540675521510428,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_ifeval,E_if,0.1,14.0,0.023697973654412487,0.024086254025268386,0.00038828037085589934,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_mathHeld,E_math,0.01,14.0,0.006904349258310301,0.00304370120673084,-0.0038606480515794607,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_mathHeld,E_math,0.025,14.0,0.009334956090982385,0.004261246219683031,-0.005073709871299354,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_mathHeld,E_math,0.05,14.0,0.011765212399701826,0.005884149879231195,-0.005881062520470631,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_mathHeld,E_math,0.1,14.0,0.011654679789924734,0.011053393811157785,-0.0006012859787669494,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_mmluPro,E_ood,0.01,14.0,0.008753686741835813,0.004436249953698426,-0.004317436788137387,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_mmluPro,E_ood,0.025,14.0,0.013620225605689054,0.0074656317031457,-0.006154593902543354,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_mmluPro,E_ood,0.05,14.0,0.017420644417423175,0.01129143055033545,-0.006129213867087724,False,,,True,True,True,,,,,
functional_cell,llama,offkd,160.0,E_mmluPro,E_ood,0.1,14.0,0.015080126256944586,0.016234127979234618,0.0011540017222900316,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_general,E_general,0.01,14.0,0.00552149175539691,0.0008175643727772533,-0.0047039273826196566,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_general,E_general,0.025,14.0,0.009274800020764487,0.002196137542374588,-0.007078662478389899,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_general,E_general,0.05,14.0,0.012430144708515322,0.004304489494208353,-0.008125655214306969,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_general,E_general,0.1,14.0,0.013116959021238689,0.006197075963067499,-0.00691988305817119,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_ifeval,E_if,0.01,14.0,0.013816919250893992,0.007514839470230195,-0.006302079780663797,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_ifeval,E_if,0.025,14.0,0.020143547763664504,0.012339918876291359,-0.007803628887373145,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_ifeval,E_if,0.05,14.0,0.02680402955305466,0.0189920056977837,-0.0078120238552709595,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_ifeval,E_if,0.1,14.0,0.02890781150591843,0.026618122255471954,-0.002289689250446477,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_mathHeld,E_math,0.01,14.0,0.012753468831881108,0.0069050639828105945,-0.005848404849070513,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_mathHeld,E_math,0.025,14.0,0.017791743738387912,0.010549466874768718,-0.007242276863619194,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_mathHeld,E_math,0.05,14.0,0.021750384298000087,0.01359894301026531,-0.008151441287734778,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_mathHeld,E_math,0.1,14.0,0.019479531660916805,0.02200818643054668,0.0025286547696298754,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_mmluPro,E_ood,0.01,14.0,0.011951743667601199,0.006046695642565304,-0.005905048025035895,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_mmluPro,E_ood,0.025,14.0,0.018133943633237996,0.010577908102762908,-0.007556035530475088,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_mmluPro,E_ood,0.05,14.0,0.02488038991734414,0.016285239532097394,-0.008595150385246747,False,,,True,True,True,,,,,
functional_cell,llama,offkd,320.0,E_mmluPro,E_ood,0.1,14.0,0.025361479920925984,0.02574997432832076,0.0003884944073947773,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_general,E_general,0.01,14.0,7.604797721189697e-05,0.0003954845091371182,0.0003194365319252212,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_general,E_general,0.025,14.0,-0.00021447022898538436,0.0002695422492210316,0.000484012478206416,True,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_general,E_general,0.05,14.0,-0.0015855310184075323,0.0008641096580825385,0.002449640676490071,True,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_general,E_general,0.1,14.0,0.00043355733795794494,0.0006069802731411229,0.00017342293518317797,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_ifeval,E_if,0.01,14.0,7.1466727195862e-05,0.00041751373553452424,0.00034604700833866227,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_ifeval,E_if,0.025,14.0,-0.0008268978755352816,0.0005534219524231598,0.0013803198279584415,True,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_ifeval,E_if,0.05,14.0,-0.0002934970648806773,0.001070585590648533,0.0013640826555292103,True,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_ifeval,E_if,0.1,14.0,0.0019875957375957375,0.0027826340326340326,0.0007950382950382951,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_mathHeld,E_math,0.01,14.0,0.00030797340861450124,0.0011916190458245604,0.0008836456372100592,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_mathHeld,E_math,0.025,14.0,7.348842918215223e-05,0.0014362171341883467,0.0013627287050061944,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_mathHeld,E_math,0.05,14.0,0.0012280982314565368,0.0017193375240391515,0.0004912392925826147,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_mathHeld,E_math,0.1,14.0,0.003414952394544231,0.004780933352361924,0.001365980957817693,False,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_mmluPro,E_ood,0.01,14.0,-0.00047382136934375743,0.0,0.00047382136934375743,True,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_mmluPro,E_ood,0.025,14.0,-0.0017946317103620473,0.0,0.0017946317103620473,True,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_mmluPro,E_ood,0.05,14.0,-0.00116144018583043,0.0,0.00116144018583043,True,,,True,True,True,,,,,
functional_cell,llama,opd,5.0,E_mmluPro,E_ood,0.1,14.0,-0.003663003663003663,0.0,0.003663003663003663,True,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_general,E_general,0.01,14.0,0.007208302114321108,0.0073355535958877,0.00012725148156659226,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_general,E_general,0.025,14.0,0.011032751632550963,0.010906261896924358,-0.00012648973562660523,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_general,E_general,0.05,14.0,0.013745652552915943,0.014878009208177955,0.0011323566552620123,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_general,E_general,0.1,14.0,0.020254446577387897,0.020189558541676395,-6.488803571150226e-05,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_ifeval,E_if,0.01,14.0,0.013936420357796254,0.01439021555405485,0.0004537951962585961,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_ifeval,E_if,0.025,14.0,0.01986725328609425,0.021386419284137266,0.0015191659980430157,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_ifeval,E_if,0.05,14.0,0.02777228646914987,0.029795789114255018,0.00202350264510515,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_ifeval,E_if,0.1,14.0,0.037135552533049794,0.042682414238910414,0.00554686170586062,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_mathHeld,E_math,0.01,14.0,0.022370353816318623,0.02291263341136493,0.000542279595046307,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_mathHeld,E_math,0.025,14.0,0.03072426354266606,0.03094986639562992,0.0002256028529638611,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_mathHeld,E_math,0.05,14.0,0.04069752242787299,0.040124936392087376,-0.0005725860357856105,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_mathHeld,E_math,0.1,14.0,0.04692487449971222,0.055168508510123414,0.008243634010411192,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_mmluPro,E_ood,0.01,14.0,0.01239566392463017,0.013610311231316697,0.0012146473066865261,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_mmluPro,E_ood,0.025,14.0,0.01914680196007663,0.02135140289392002,0.002204600933843389,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_mmluPro,E_ood,0.05,14.0,0.027909999685401286,0.0298003463834696,0.001890346698068316,False,,,True,True,True,,,,,
functional_cell,llama,opd,20.0,E_mmluPro,E_ood,0.1,14.0,0.03383233579511688,0.04248722133267582,0.008654885537558943,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_general,E_general,0.01,14.0,0.009572716007872833,0.009245347690405397,-0.0003273683174674358,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_general,E_general,0.025,14.0,0.013812663806034714,0.013658537800200465,-0.00015412600583424897,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_general,E_general,0.05,14.0,0.019019082338809442,0.019176957824575767,0.00015787548576632476,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_general,E_general,0.1,14.0,0.02374659269347142,0.02507856310419332,0.0013319704107218992,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_ifeval,E_if,0.01,14.0,0.019147475105609848,0.018621510006376907,-0.0005259650992329411,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_ifeval,E_if,0.025,14.0,0.02723168514330713,0.028043797333247206,0.0008121121899400778,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_ifeval,E_if,0.05,14.0,0.037334860502978504,0.03873894831717066,0.0014040878141921564,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_ifeval,E_if,0.1,14.0,0.047497239850224394,0.0526433219375003,0.005146082087275905,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_mathHeld,E_math,0.01,14.0,0.02668186274482111,0.02792572800845512,0.0012438652636340072,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_mathHeld,E_math,0.025,14.0,0.03457835206943768,0.036717385204905056,0.002139033135467379,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_mathHeld,E_math,0.05,14.0,0.04489771451556101,0.04600520531485059,0.0011074907992895816,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_mathHeld,E_math,0.1,14.0,0.054080628193550244,0.05992340578675983,0.005842777593209586,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_mmluPro,E_ood,0.01,14.0,0.01698260789797728,0.017769428394048745,0.0007868204960714657,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_mmluPro,E_ood,0.025,14.0,0.025787610024873536,0.027441605345684378,0.0016539953208108416,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_mmluPro,E_ood,0.05,14.0,0.03465737166443903,0.03762065089395984,0.0029632792295208113,False,,,True,True,True,,,,,
functional_cell,llama,opd,40.0,E_mmluPro,E_ood,0.1,14.0,0.04035297873606774,0.051616121450007026,0.011263142713939286,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_general,E_general,0.01,14.0,0.011101640149203507,0.010274473472854078,-0.0008271666763494286,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_general,E_general,0.025,14.0,0.016631433748013135,0.015521818352954025,-0.00110961539505911,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_general,E_general,0.05,14.0,0.021549449039947398,0.021437419924117622,-0.00011202911582977593,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_general,E_general,0.1,14.0,0.02917153894549464,0.028673487857025826,-0.000498051088468815,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_ifeval,E_if,0.01,14.0,0.021814384765501484,0.020505632115456383,-0.001308752650045101,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_ifeval,E_if,0.025,14.0,0.03095561285614786,0.030898967962113166,-5.6644894034695026e-05,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_ifeval,E_if,0.05,14.0,0.04095364551848032,0.04232376585739171,0.0013701203389113945,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_ifeval,E_if,0.1,14.0,0.0511084071160221,0.057698956109617096,0.006590548993594993,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_mathHeld,E_math,0.01,14.0,0.02898466558730523,0.028854668859948675,-0.00012999672735655374,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_mathHeld,E_math,0.025,14.0,0.03752445698828461,0.037585521834880516,6.106484659590405e-05,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_mathHeld,E_math,0.05,14.0,0.047059415620016386,0.0470898392882726,3.0423668256215897e-05,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_mathHeld,E_math,0.1,14.0,0.054839744853288026,0.06098616911039271,0.006146424257104682,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_mmluPro,E_ood,0.01,14.0,0.0211238416188525,0.021031996554610022,-9.184506424247951e-05,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_mmluPro,E_ood,0.025,14.0,0.0310081767846321,0.03266706547601304,0.0016588886913809359,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_mmluPro,E_ood,0.05,14.0,0.041146958403998735,0.04508005606918083,0.003933097665182093,False,,,True,True,True,,,,,
functional_cell,llama,opd,80.0,E_mmluPro,E_ood,0.1,14.0,0.04626703780332556,0.05989580414416797,0.01362876634084241,False,,,True,True,True,,,,,
