model,arm,checkpoint,artifact_probe_name,probe_name,epsilon,layer,module_count,module_set,source_rows_complete,included_modules,excluded_modules,r_epsilon_equal5,state_rank_base_equal5_non_qk,state_rank_current_equal5_non_qk,delta_r_equal5,c_equal5,ratio_of_means_sensitivity_equal5,base_rank_modules_json_equal5_non_qk,current_rank_modules_json_equal5_non_qk,delta_r_modules_json_equal5_non_qk,c_modules_json_equal5_non_qk,c_equal5_E_general,G_equal5,module_count_eq7src,module_set_eq7src,source_rows_complete_eq7src,included_modules_eq7src,excluded_modules_eq7src,r_epsilon_equal7,state_rank_base_equal7,state_rank_current_equal7,delta_r_equal7,c_equal7,ratio_of_means_sensitivity_equal7,base_rank_modules_json_equal7,current_rank_modules_json_equal7,delta_r_modules_json_equal7,c_modules_json_equal7,equal5_minus_equal7_c,equal5_minus_equal7_delta_r,equal5_minus_equal7_r,sign_changed_c,excluded_modules_exactly_qk
llama,offkd,40,E_ood,E_mmluPro,0.05,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",956.0,961.6,956.0,-5.6,0.007645222390539795,0.005823627287853601,"{""mlp.down_proj"": 1669.0, ""mlp.gate_proj"": 327.0, ""mlp.up_proj"": 1319.0, ""self_attn.o_proj"": 891.0, ""self_attn.v_proj"": 602.0}","{""mlp.down_proj"": 1661.0, ""mlp.gate_proj"": 320.0, ""mlp.up_proj"": 1309.0, ""self_attn.o_proj"": 890.0, ""self_attn.v_proj"": 600.0}","{""mlp.down_proj"": -8.0, ""mlp.gate_proj"": -7.0, ""mlp.up_proj"": -10.0, ""self_attn.o_proj"": -1.0, ""self_attn.v_proj"": -2.0}","{""mlp.down_proj"": 0.004793289394847214, ""mlp.gate_proj"": 0.021406727828746176, ""mlp.up_proj"": 0.0075815011372251705, ""self_attn.o_proj"": 0.001122334455667789, ""self_attn.v_proj"": 0.0033222591362126247}",0.002803365794273859,0.004841856596265936,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,712.7142857142857,717.4285714285714,712.7142857142857,-4.714285714285714,0.012084911119022854,0.006571087216248597,"{""mlp.down_proj"": 1669.0, ""mlp.gate_proj"": 327.0, ""mlp.up_proj"": 1319.0, ""self_attn.k_proj"": 91.0, ""self_attn.o_proj"": 891.0, ""self_attn.q_proj"": 123.0, ""self_attn.v_proj"": 602.0}","{""mlp.down_proj"": 1661.0, ""mlp.gate_proj"": 320.0, ""mlp.up_proj"": 1309.0, ""self_attn.k_proj"": 89.0, ""self_attn.o_proj"": 890.0, ""self_attn.q_proj"": 120.0, ""self_attn.v_proj"": 600.0}","{""mlp.down_proj"": -8.0, ""mlp.gate_proj"": -7.0, ""mlp.up_proj"": -10.0, ""self_attn.k_proj"": -2.0, ""self_attn.o_proj"": -1.0, ""self_attn.q_proj"": -3.0, ""self_attn.v_proj"": -2.0}","{""mlp.down_proj"": 0.004793289394847214, ""mlp.gate_proj"": 0.021406727828746176, ""mlp.up_proj"": 0.0075815011372251705, ""self_attn.k_proj"": 0.02197802197802198, ""self_attn.o_proj"": 0.001122334455667789, ""self_attn.q_proj"": 0.024390243902439025, ""self_attn.v_proj"": 0.0033222591362126247}",-0.004439688728483059,-0.8857142857142852,243.28571428571433,False,True
llama,offkd,40,E_ood,E_mmluPro,0.1,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",625.8,630.6,625.8,-4.8,0.012416365945939398,0.007611798287345493,"{""mlp.down_proj"": 1213.0, ""mlp.gate_proj"": 83.0, ""mlp.up_proj"": 825.0, ""self_attn.o_proj"": 586.0, ""self_attn.v_proj"": 446.0}","{""mlp.down_proj"": 1205.0, ""mlp.gate_proj"": 80.0, ""mlp.up_proj"": 816.0, ""self_attn.o_proj"": 585.0, ""self_attn.v_proj"": 443.0}","{""mlp.down_proj"": -8.0, ""mlp.gate_proj"": -3.0, ""mlp.up_proj"": -9.0, ""self_attn.o_proj"": -1.0, ""self_attn.v_proj"": -3.0}","{""mlp.down_proj"": 0.006595218466611707, ""mlp.gate_proj"": 0.03614457831325301, ""mlp.up_proj"": 0.01090909090909091, ""self_attn.o_proj"": 0.0017064846416382253, ""self_attn.v_proj"": 0.006726457399103139}",0.004423565067124215,0.007992800878815183,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,458.2857142857143,461.85714285714283,458.2857142857143,-3.5714285714285716,0.01235315337601943,0.00773275595422205,"{""mlp.down_proj"": 1213.0, ""mlp.gate_proj"": 83.0, ""mlp.up_proj"": 825.0, ""self_attn.k_proj"": 39.0, ""self_attn.o_proj"": 586.0, ""self_attn.q_proj"": 41.0, ""self_attn.v_proj"": 446.0}","{""mlp.down_proj"": 1205.0, ""mlp.gate_proj"": 80.0, ""mlp.up_proj"": 816.0, ""self_attn.k_proj"": 39.0, ""self_attn.o_proj"": 585.0, ""self_attn.q_proj"": 40.0, ""self_attn.v_proj"": 443.0}","{""mlp.down_proj"": -8.0, ""mlp.gate_proj"": -3.0, ""mlp.up_proj"": -9.0, ""self_attn.k_proj"": 0.0, ""self_attn.o_proj"": -1.0, ""self_attn.q_proj"": -1.0, ""self_attn.v_proj"": -3.0}","{""mlp.down_proj"": 0.006595218466611707, ""mlp.gate_proj"": 0.03614457831325301, ""mlp.up_proj"": 0.01090909090909091, ""self_attn.k_proj"": 0.0, ""self_attn.o_proj"": 0.0017064846416382253, ""self_attn.q_proj"": 0.024390243902439025, ""self_attn.v_proj"": 0.006726457399103139}",6.321256991996885e-05,-1.2285714285714282,167.51428571428568,False,True
llama,offkd,80,E_general,E_general,0.01,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1736.4,1737.8,1736.4,-1.4,0.0007610355396744629,0.0008056162964667186,"{""mlp.down_proj"": 2529.0, ""mlp.gate_proj"": 1399.0, ""mlp.up_proj"": 2314.0, ""self_attn.o_proj"": 1584.0, ""self_attn.v_proj"": 863.0}","{""mlp.down_proj"": 2527.0, ""mlp.gate_proj"": 1392.0, ""mlp.up_proj"": 2313.0, ""self_attn.o_proj"": 1586.0, ""self_attn.v_proj"": 864.0}","{""mlp.down_proj"": -2.0, ""mlp.gate_proj"": -7.0, ""mlp.up_proj"": -1.0, ""self_attn.o_proj"": 2.0, ""self_attn.v_proj"": 1.0}","{""mlp.down_proj"": 0.0007908264136022143, ""mlp.gate_proj"": 0.005003573981415297, ""mlp.up_proj"": 0.000432152117545376, ""self_attn.o_proj"": -0.0012626262626262627, ""self_attn.v_proj"": -0.0011587485515643105}",0.0007610355396744629,0.0,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,1391.0,1393.7142857142858,1391.0,-2.7142857142857144,0.0038934454240174042,0.0019475194751947984,"{""mlp.down_proj"": 2529.0, ""mlp.gate_proj"": 1399.0, ""mlp.up_proj"": 2314.0, ""self_attn.k_proj"": 375.0, ""self_attn.o_proj"": 1584.0, ""self_attn.q_proj"": 692.0, ""self_attn.v_proj"": 863.0}","{""mlp.down_proj"": 2527.0, ""mlp.gate_proj"": 1392.0, ""mlp.up_proj"": 2313.0, ""self_attn.k_proj"": 370.0, ""self_attn.o_proj"": 1586.0, ""self_attn.q_proj"": 685.0, ""self_attn.v_proj"": 864.0}","{""mlp.down_proj"": -2.0, ""mlp.gate_proj"": -7.0, ""mlp.up_proj"": -1.0, ""self_attn.k_proj"": -5.0, ""self_attn.o_proj"": 2.0, ""self_attn.q_proj"": -7.0, ""self_attn.v_proj"": 1.0}","{""mlp.down_proj"": 0.0007908264136022143, ""mlp.gate_proj"": 0.005003573981415297, ""mlp.up_proj"": 0.000432152117545376, ""self_attn.k_proj"": 0.013333333333333334, ""self_attn.o_proj"": -0.0012626262626262627, ""self_attn.q_proj"": 0.010115606936416185, ""self_attn.v_proj"": -0.0011587485515643105}",-0.0031324098843429414,1.3142857142857145,345.4000000000001,False,True
llama,offkd,80,E_general,E_general,0.025,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1356.6,1358.4,1356.6,-1.8,0.0017939248214330795,0.0013250883392227487,"{""mlp.down_proj"": 2167.0, ""mlp.gate_proj"": 784.0, ""mlp.up_proj"": 1852.0, ""self_attn.o_proj"": 1238.0, ""self_attn.v_proj"": 751.0}","{""mlp.down_proj"": 2164.0, ""mlp.gate_proj"": 777.0, ""mlp.up_proj"": 1850.0, ""self_attn.o_proj"": 1241.0, ""self_attn.v_proj"": 751.0}","{""mlp.down_proj"": -3.0, ""mlp.gate_proj"": -7.0, ""mlp.up_proj"": -2.0, ""self_attn.o_proj"": 3.0, ""self_attn.v_proj"": 0.0}","{""mlp.down_proj"": 0.0013844023996308261, ""mlp.gate_proj"": 0.008928571428571428, ""mlp.up_proj"": 0.0010799136069114472, ""self_attn.o_proj"": -0.0024232633279483036, ""self_attn.v_proj"": 0.0}",0.0017939248214330795,0.0,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,1048.142857142857,1050.7142857142858,1048.142857142857,-2.5714285714285716,0.006011794697211646,0.002447314751869569,"{""mlp.down_proj"": 2167.0, ""mlp.gate_proj"": 784.0, ""mlp.up_proj"": 1852.0, ""self_attn.k_proj"": 212.0, ""self_attn.o_proj"": 1238.0, ""self_attn.q_proj"": 351.0, ""self_attn.v_proj"": 751.0}","{""mlp.down_proj"": 2164.0, ""mlp.gate_proj"": 777.0, ""mlp.up_proj"": 1850.0, ""self_attn.k_proj"": 208.0, ""self_attn.o_proj"": 1241.0, ""self_attn.q_proj"": 346.0, ""self_attn.v_proj"": 751.0}","{""mlp.down_proj"": -3.0, ""mlp.gate_proj"": -7.0, ""mlp.up_proj"": -2.0, ""self_attn.k_proj"": -4.0, ""self_attn.o_proj"": 3.0, ""self_attn.q_proj"": -5.0, ""self_attn.v_proj"": 0.0}","{""mlp.down_proj"": 0.0013844023996308261, ""mlp.gate_proj"": 0.008928571428571428, ""mlp.up_proj"": 0.0010799136069114472, ""self_attn.k_proj"": 0.018867924528301886, ""self_attn.o_proj"": -0.0024232633279483036, ""self_attn.q_proj"": 0.014245014245014245, ""self_attn.v_proj"": 0.0}",-0.004217869875778567,0.7714285714285716,308.4571428571428,False,True
llama,offkd,80,E_general,E_general,0.05,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1031.6,1033.4,1031.6,-1.8,0.0033591760319593078,0.0017418231081867445,"{""mlp.down_proj"": 1802.0, ""mlp.gate_proj"": 368.0, ""mlp.up_proj"": 1412.0, ""self_attn.o_proj"": 954.0, ""self_attn.v_proj"": 631.0}","{""mlp.down_proj"": 1798.0, ""mlp.gate_proj"": 362.0, ""mlp.up_proj"": 1410.0, ""self_attn.o_proj"": 957.0, ""self_attn.v_proj"": 631.0}","{""mlp.down_proj"": -4.0, ""mlp.gate_proj"": -6.0, ""mlp.up_proj"": -2.0, ""self_attn.o_proj"": 3.0, ""self_attn.v_proj"": 0.0}","{""mlp.down_proj"": 0.0022197558268590455, ""mlp.gate_proj"": 0.016304347826086956, ""mlp.up_proj"": 0.00141643059490085, ""self_attn.o_proj"": -0.0031446540880503146, ""self_attn.v_proj"": 0.0}",0.0033591760319593078,0.0,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,774.2857142857143,776.2857142857143,774.2857142857143,-2.0,0.007720666772654826,0.0025763709974236286,"{""mlp.down_proj"": 1802.0, ""mlp.gate_proj"": 368.0, ""mlp.up_proj"": 1412.0, ""self_attn.k_proj"": 111.0, ""self_attn.o_proj"": 954.0, ""self_attn.q_proj"": 156.0, ""self_attn.v_proj"": 631.0}","{""mlp.down_proj"": 1798.0, ""mlp.gate_proj"": 362.0, ""mlp.up_proj"": 1410.0, ""self_attn.k_proj"": 109.0, ""self_attn.o_proj"": 957.0, ""self_attn.q_proj"": 153.0, ""self_attn.v_proj"": 631.0}","{""mlp.down_proj"": -4.0, ""mlp.gate_proj"": -6.0, ""mlp.up_proj"": -2.0, ""self_attn.k_proj"": -2.0, ""self_attn.o_proj"": 3.0, ""self_attn.q_proj"": -3.0, ""self_attn.v_proj"": 0.0}","{""mlp.down_proj"": 0.0022197558268590455, ""mlp.gate_proj"": 0.016304347826086956, ""mlp.up_proj"": 0.00141643059490085, ""self_attn.k_proj"": 0.018018018018018018, ""self_attn.o_proj"": -0.0031446540880503146, ""self_attn.q_proj"": 0.019230769230769232, ""self_attn.v_proj"": 0.0}",-0.004361490740695518,0.19999999999999996,257.3142857142856,False,True
llama,offkd,80,E_general,E_general,0.1,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",703.2,704.6,703.2,-1.4,0.006413760686794476,0.0019869429463525083,"{""mlp.down_proj"": 1362.0, ""mlp.gate_proj"": 100.0, ""mlp.up_proj"": 923.0, ""self_attn.o_proj"": 659.0, ""self_attn.v_proj"": 479.0}","{""mlp.down_proj"": 1358.0, ""mlp.gate_proj"": 97.0, ""mlp.up_proj"": 921.0, ""self_attn.o_proj"": 661.0, ""self_attn.v_proj"": 479.0}","{""mlp.down_proj"": -4.0, ""mlp.gate_proj"": -3.0, ""mlp.up_proj"": -2.0, ""self_attn.o_proj"": 2.0, ""self_attn.v_proj"": 0.0}","{""mlp.down_proj"": 0.002936857562408223, ""mlp.gate_proj"": 0.03, ""mlp.up_proj"": 0.0021668472372697724, ""self_attn.o_proj"": -0.0030349013657056147, ""self_attn.v_proj"": 0.0}",0.006413760686794476,0.0,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,516.1428571428571,517.2857142857143,516.1428571428571,-1.1428571428571428,0.007438400490567483,0.002209334438000709,"{""mlp.down_proj"": 1362.0, ""mlp.gate_proj"": 100.0, ""mlp.up_proj"": 923.0, ""self_attn.k_proj"": 48.0, ""self_attn.o_proj"": 659.0, ""self_attn.q_proj"": 50.0, ""self_attn.v_proj"": 479.0}","{""mlp.down_proj"": 1358.0, ""mlp.gate_proj"": 97.0, ""mlp.up_proj"": 921.0, ""self_attn.k_proj"": 48.0, ""self_attn.o_proj"": 661.0, ""self_attn.q_proj"": 49.0, ""self_attn.v_proj"": 479.0}","{""mlp.down_proj"": -4.0, ""mlp.gate_proj"": -3.0, ""mlp.up_proj"": -2.0, ""self_attn.k_proj"": 0.0, ""self_attn.o_proj"": 2.0, ""self_attn.q_proj"": -1.0, ""self_attn.v_proj"": 0.0}","{""mlp.down_proj"": 0.002936857562408223, ""mlp.gate_proj"": 0.03, ""mlp.up_proj"": 0.0021668472372697724, ""self_attn.k_proj"": 0.0, ""self_attn.o_proj"": -0.0030349013657056147, ""self_attn.q_proj"": 0.02, ""self_attn.v_proj"": 0.0}",-0.0010246398037730073,-0.2571428571428571,187.05714285714294,False,True
llama,offkd,80,E_if,E_ifeval,0.01,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1642.4,1652.8,1642.4,-10.4,0.006251248270669178,0.006292352371732735,"{""mlp.down_proj"": 2435.0, ""mlp.gate_proj"": 1309.0, ""mlp.up_proj"": 2178.0, ""self_attn.o_proj"": 1511.0, ""self_attn.v_proj"": 831.0}","{""mlp.down_proj"": 2421.0, ""mlp.gate_proj"": 1285.0, ""mlp.up_proj"": 2165.0, ""self_attn.o_proj"": 1511.0, ""self_attn.v_proj"": 830.0}","{""mlp.down_proj"": -14.0, ""mlp.gate_proj"": -24.0, ""mlp.up_proj"": -13.0, ""self_attn.o_proj"": 0.0, ""self_attn.v_proj"": -1.0}","{""mlp.down_proj"": 0.005749486652977412, ""mlp.gate_proj"": 0.01833460656990069, ""mlp.up_proj"": 0.005968778696051423, ""self_attn.o_proj"": 0.0, ""self_attn.v_proj"": 0.0012033694344163659}",0.0007610355396744629,0.005490212730994716,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,1309.857142857143,1319.857142857143,1309.857142857143,-10.0,0.009670737821255862,0.007576577551683082,"{""mlp.down_proj"": 2435.0, ""mlp.gate_proj"": 1309.0, ""mlp.up_proj"": 2178.0, ""self_attn.k_proj"": 345.0, ""self_attn.o_proj"": 1511.0, ""self_attn.q_proj"": 630.0, ""self_attn.v_proj"": 831.0}","{""mlp.down_proj"": 2421.0, ""mlp.gate_proj"": 1285.0, ""mlp.up_proj"": 2165.0, ""self_attn.k_proj"": 339.0, ""self_attn.o_proj"": 1511.0, ""self_attn.q_proj"": 618.0, ""self_attn.v_proj"": 830.0}","{""mlp.down_proj"": -14.0, ""mlp.gate_proj"": -24.0, ""mlp.up_proj"": -13.0, ""self_attn.k_proj"": -6.0, ""self_attn.o_proj"": 0.0, ""self_attn.q_proj"": -12.0, ""self_attn.v_proj"": -1.0}","{""mlp.down_proj"": 0.005749486652977412, ""mlp.gate_proj"": 0.01833460656990069, ""mlp.up_proj"": 0.005968778696051423, ""self_attn.k_proj"": 0.017391304347826087, ""self_attn.o_proj"": 0.0, ""self_attn.q_proj"": 0.01904761904761905, ""self_attn.v_proj"": 0.0012033694344163659}",-0.0034194895505866843,-0.40000000000000036,332.5428571428572,False,True
llama,offkd,80,E_if,E_ifeval,0.025,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1242.2,1254.0,1242.2,-11.8,0.0105620810513659,0.009409888357256741,"{""mlp.down_proj"": 2031.0, ""mlp.gate_proj"": 709.0, ""mlp.up_proj"": 1670.0, ""self_attn.o_proj"": 1157.0, ""self_attn.v_proj"": 703.0}","{""mlp.down_proj"": 2012.0, ""mlp.gate_proj"": 687.0, ""mlp.up_proj"": 1654.0, ""self_attn.o_proj"": 1157.0, ""self_attn.v_proj"": 701.0}","{""mlp.down_proj"": -19.0, ""mlp.gate_proj"": -22.0, ""mlp.up_proj"": -16.0, ""self_attn.o_proj"": 0.0, ""self_attn.v_proj"": -2.0}","{""mlp.down_proj"": 0.009354997538158542, ""mlp.gate_proj"": 0.031029619181946404, ""mlp.up_proj"": 0.009580838323353293, ""self_attn.o_proj"": 0.0, ""self_attn.v_proj"": 0.002844950213371266}",0.0017939248214330795,0.00876815622993282,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,956.5714285714286,966.7142857142857,956.5714285714286,-10.142857142857142,0.014282424091292973,0.010492093985517922,"{""mlp.down_proj"": 2031.0, ""mlp.gate_proj"": 709.0, ""mlp.up_proj"": 1670.0, ""self_attn.k_proj"": 188.0, ""self_attn.o_proj"": 1157.0, ""self_attn.q_proj"": 309.0, ""self_attn.v_proj"": 703.0}","{""mlp.down_proj"": 2012.0, ""mlp.gate_proj"": 687.0, ""mlp.up_proj"": 1654.0, ""self_attn.k_proj"": 184.0, ""self_attn.o_proj"": 1157.0, ""self_attn.q_proj"": 301.0, ""self_attn.v_proj"": 701.0}","{""mlp.down_proj"": -19.0, ""mlp.gate_proj"": -22.0, ""mlp.up_proj"": -16.0, ""self_attn.k_proj"": -4.0, ""self_attn.o_proj"": 0.0, ""self_attn.q_proj"": -8.0, ""self_attn.v_proj"": -2.0}","{""mlp.down_proj"": 0.009354997538158542, ""mlp.gate_proj"": 0.031029619181946404, ""mlp.up_proj"": 0.009580838323353293, ""self_attn.k_proj"": 0.02127659574468085, ""self_attn.o_proj"": 0.0, ""self_attn.q_proj"": 0.025889967637540454, ""self_attn.v_proj"": 0.002844950213371266}",-0.003720343039927073,-1.6571428571428584,285.6285714285715,False,True
llama,offkd,80,E_if,E_ifeval,0.05,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",909.8,921.2,909.8,-11.4,0.015817975121242122,0.01237516283108998,"{""mlp.down_proj"": 1632.0, ""mlp.gate_proj"": 328.0, ""mlp.up_proj"": 1207.0, ""self_attn.o_proj"": 868.0, ""self_attn.v_proj"": 571.0}","{""mlp.down_proj"": 1611.0, ""mlp.gate_proj"": 313.0, ""mlp.up_proj"": 1190.0, ""self_attn.o_proj"": 867.0, ""self_attn.v_proj"": 568.0}","{""mlp.down_proj"": -21.0, ""mlp.gate_proj"": -15.0, ""mlp.up_proj"": -17.0, ""self_attn.o_proj"": -1.0, ""self_attn.v_proj"": -3.0}","{""mlp.down_proj"": 0.012867647058823529, ""mlp.gate_proj"": 0.04573170731707317, ""mlp.up_proj"": 0.014084507042253521, ""self_attn.o_proj"": 0.001152073732718894, ""self_attn.v_proj"": 0.005253940455341506}",0.0033591760319593078,0.012458799089282813,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,682.1428571428571,691.2857142857143,682.1428571428571,-9.142857142857142,0.01990453573339992,0.013225873114279927,"{""mlp.down_proj"": 1632.0, ""mlp.gate_proj"": 328.0, ""mlp.up_proj"": 1207.0, ""self_attn.k_proj"": 98.0, ""self_attn.o_proj"": 868.0, ""self_attn.q_proj"": 135.0, ""self_attn.v_proj"": 571.0}","{""mlp.down_proj"": 1611.0, ""mlp.gate_proj"": 313.0, ""mlp.up_proj"": 1190.0, ""self_attn.k_proj"": 95.0, ""self_attn.o_proj"": 867.0, ""self_attn.q_proj"": 131.0, ""self_attn.v_proj"": 568.0}","{""mlp.down_proj"": -21.0, ""mlp.gate_proj"": -15.0, ""mlp.up_proj"": -17.0, ""self_attn.k_proj"": -3.0, ""self_attn.o_proj"": -1.0, ""self_attn.q_proj"": -4.0, ""self_attn.v_proj"": -3.0}","{""mlp.down_proj"": 0.012867647058823529, ""mlp.gate_proj"": 0.04573170731707317, ""mlp.up_proj"": 0.014084507042253521, ""self_attn.k_proj"": 0.030612244897959183, ""self_attn.o_proj"": 0.001152073732718894, ""self_attn.q_proj"": 0.02962962962962963, ""self_attn.v_proj"": 0.005253940455341506}",-0.0040865606121578,-2.257142857142858,227.65714285714284,False,True
llama,offkd,80,E_if,E_ifeval,0.1,14,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",583.4,592.8,583.4,-9.4,0.022108402415563434,0.015856950067476346,"{""mlp.down_proj"": 1166.0, ""mlp.gate_proj"": 96.0, ""mlp.up_proj"": 722.0, ""self_attn.o_proj"": 572.0, ""self_attn.v_proj"": 408.0}","{""mlp.down_proj"": 1144.0, ""mlp.gate_proj"": 90.0, ""mlp.up_proj"": 707.0, ""self_attn.o_proj"": 570.0, ""self_attn.v_proj"": 406.0}","{""mlp.down_proj"": -22.0, ""mlp.gate_proj"": -6.0, ""mlp.up_proj"": -15.0, ""self_attn.o_proj"": -2.0, ""self_attn.v_proj"": -2.0}","{""mlp.down_proj"": 0.018867924528301886, ""mlp.gate_proj"": 0.0625, ""mlp.up_proj"": 0.02077562326869806, ""self_attn.o_proj"": 0.0034965034965034965, ""self_attn.v_proj"": 0.004901960784313725}",0.006413760686794476,0.015694641728768957,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,428.85714285714283,435.7142857142857,428.85714285714283,-6.857142857142857,0.019038469257869985,0.01573770491803286,"{""mlp.down_proj"": 1166.0, ""mlp.gate_proj"": 96.0, ""mlp.up_proj"": 722.0, ""self_attn.k_proj"": 42.0, ""self_attn.o_proj"": 572.0, ""self_attn.q_proj"": 44.0, ""self_attn.v_proj"": 408.0}","{""mlp.down_proj"": 1144.0, ""mlp.gate_proj"": 90.0, ""mlp.up_proj"": 707.0, ""self_attn.k_proj"": 42.0, ""self_attn.o_proj"": 570.0, ""self_attn.q_proj"": 43.0, ""self_attn.v_proj"": 406.0}","{""mlp.down_proj"": -22.0, ""mlp.gate_proj"": -6.0, ""mlp.up_proj"": -15.0, ""self_attn.k_proj"": 0.0, ""self_attn.o_proj"": -2.0, ""self_attn.q_proj"": -1.0, ""self_attn.v_proj"": -2.0}","{""mlp.down_proj"": 0.018867924528301886, ""mlp.gate_proj"": 0.0625, ""mlp.up_proj"": 0.02077562326869806, ""self_attn.k_proj"": 0.0, ""self_attn.o_proj"": 0.0034965034965034965, ""self_attn.q_proj"": 0.022727272727272728, ""self_attn.v_proj"": 0.004901960784313725}",0.003069933157693449,-2.5428571428571436,154.54285714285714,False,True
