analysis,model,arm,checkpoint,probe_name,artifact_probe_name,layer,module_count,stable_rank_contraction_equal5,entropy_effective_rank_contraction_equal5,source_status,epsilon,uncentered_r_epsilon_contraction_equal5,centered_r_epsilon_contraction_equal5,centered_minus_uncentered_equal5,centered_opd_contraction_equal5,centered_nearest_offline_contraction_equal5,centered_opd_minus_nearest_offline_margin,OPD_strict_deepest,nearest_offline_arm,reason
RR2S_uncentered_continuous_spectrum,llama,opd,20.0,E_mmluPro,E_ood,14.0,5.0,0.5400066374145476,16.87049326227416,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,opd,40.0,E_general,E_general,14.0,5.0,0.6604375055011726,15.990906748024656,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,opd,40.0,E_ifeval,E_if,14.0,5.0,0.41688319809975766,20.484200562572543,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,opd,40.0,E_mathHeld,E_math,14.0,5.0,0.47312294526607734,11.750901263767137,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,opd,40.0,E_mmluPro,E_ood,14.0,5.0,0.4519113528265356,17.807904147412305,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,opd,80.0,E_general,E_general,14.0,5.0,0.6515175506073504,16.963145693155425,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,opd,80.0,E_ifeval,E_if,14.0,5.0,0.3952441950139096,21.452101607433953,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,opd,80.0,E_mathHeld,E_math,14.0,5.0,0.45053559571258794,11.752837025116714,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,opd,80.0,E_mmluPro,E_ood,14.0,5.0,0.5447368483370543,21.213853115126053,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,20.0,E_general,E_general,14.0,5.0,-0.0018147476598649598,-1.0669098989580803,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,20.0,E_ifeval,E_if,14.0,5.0,0.041275484659563016,5.54443473837906,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,20.0,E_mathHeld,E_math,14.0,5.0,-0.003216515356955918,-0.20999975545253716,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,20.0,E_mmluPro,E_ood,14.0,5.0,0.04192091211367145,1.4445172245103142,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,40.0,E_general,E_general,14.0,5.0,-0.0377820401744781,-2.205932278011434,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,40.0,E_ifeval,E_if,14.0,5.0,-0.00452659670856088,4.22874095239351,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,40.0,E_mathHeld,E_math,14.0,5.0,0.014914536263526484,-0.2997151054003343,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,40.0,E_mmluPro,E_ood,14.0,5.0,0.0774500952815142,2.277788495926064,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,80.0,E_general,E_general,14.0,5.0,0.03188041122260467,-1.7459823241728631,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,80.0,E_ifeval,E_if,14.0,5.0,0.03173683596279446,4.941906402805215,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,80.0,E_mathHeld,E_math,14.0,5.0,0.12751934228513653,1.604344335551022,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,seqkd,80.0,E_mmluPro,E_ood,14.0,5.0,0.18042694715218208,5.193855550560917,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,20.0,E_general,E_general,14.0,5.0,0.20871445602424452,4.786921934463805,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,20.0,E_ifeval,E_if,14.0,5.0,0.11208902280581867,6.271437087921325,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,20.0,E_mathHeld,E_math,14.0,5.0,0.1719156928739436,4.130263882096682,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,20.0,E_mmluPro,E_ood,14.0,5.0,0.11575280614275973,4.253836062094381,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,40.0,E_general,E_general,14.0,5.0,0.3213875174008093,6.355889833008987,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,40.0,E_ifeval,E_if,14.0,5.0,0.16938620411659394,8.83640563610751,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,40.0,E_mathHeld,E_math,14.0,5.0,0.2281688318411405,5.303122451610351,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,40.0,E_mmluPro,E_ood,14.0,5.0,0.1670864703083998,5.642898061004354,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,80.0,E_general,E_general,14.0,5.0,0.3986172789600813,8.872883210962613,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,80.0,E_ifeval,E_if,14.0,5.0,0.2627238792852892,13.848105784016365,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,80.0,E_mathHeld,E_math,14.0,5.0,0.3636966622238516,8.48031362762371,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_continuous_spectrum,llama,sft,80.0,E_mmluPro,E_ood,14.0,5.0,0.2948704601360996,10.345466388333792,READY_REUSE_MODULE_ROWS,,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,base,0.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00036500115458394,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.00054893804710262,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.0011299437667021202,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.00236352760184736,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.0049514907123107,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.0077887004981314996,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.01151042268237446,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.017719582973025522,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00214167484052842,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.00231749278539338,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.00327986347399932,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.00485917395234164,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00144517056398746,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.0025948215318421,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.00329993269588722,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,20.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.007168940444676581,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00075404672166598,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.00135297813502158,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.0028033657942738406,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.0044235650671242,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.0051247048147497,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.008126914177354321,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.01217801313584952,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.01653008619529346,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.0027697700568798797,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.00332318235016592,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.0043487589185673995,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.00857166849713432,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00325438810413186,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.00553398525757742,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.0076452223905397396,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,40.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.01241636594593938,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00076103553967444,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.00179392482143306,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.003359176031959281,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.006413760686794461,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.006251248270669139,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.01056208105136586,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.015817975121242077,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.02210840241556338,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00597944258255156,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.00794370951040838,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.0121806507197876,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.016272985813358478,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.0050567934538435,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.008624453305812279,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.01269016732729722,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,offkd,80.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.02032564714399062,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00733555359588766,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.010906261896924301,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.01487800920817792,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.02018955854167638,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.0143902155540548,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.02138641928413722,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.029795789114254984,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.04268241423891036,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.02291263341136488,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.030949866395629876,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.04012493639208734,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.05516850851012338,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.013610311231316641,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.021351402893919978,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.02980034638346954,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,20.0,E_mmluPro,E_ood,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.04248722133267578,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.00924534769040536,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.013658537800200422,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.0191769578245757,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_general,E_general,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.02507856310419328,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.018621510006376858,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.025,0.02804379733324714,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.05,0.038738948317170604,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_ifeval,E_if,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.1,0.052643321937500265,,,,,,,,
RR2S_uncentered_r_epsilon_epsilon_expanded_audit,llama,opd,40.0,E_mathHeld,E_math,14.0,5.0,,,READY_REUSE_MODULE_ROWS,0.01,0.02792572800845506,,,,,,,,
