arm,base_r_epsilon,epsilon,layer,module,n_samples,probe,r_epsilon,r_epsilon_delta,shared_base_compute,step,track
alpha05,649,0.01,18,self_attn.q_proj,32,S_math,619,-30,False,320,per_checkpoint
alpha05,313,0.025,18,self_attn.q_proj,32,S_math,294,-19,False,320,per_checkpoint
alpha05,134,0.05,18,self_attn.q_proj,32,S_math,125,-9,False,320,per_checkpoint
alpha05,39,0.1,18,self_attn.q_proj,32,S_math,36,-3,False,320,per_checkpoint
alpha05,371,0.01,18,self_attn.k_proj,32,S_math,367,-4,False,320,per_checkpoint
alpha05,206,0.025,18,self_attn.k_proj,32,S_math,205,-1,False,320,per_checkpoint
alpha05,105,0.05,18,self_attn.k_proj,32,S_math,106,1,False,320,per_checkpoint
alpha05,41,0.1,18,self_attn.k_proj,32,S_math,42,1,False,320,per_checkpoint
alpha05,719,0.01,18,self_attn.v_proj,32,S_math,711,-8,False,320,per_checkpoint
alpha05,561,0.025,18,self_attn.v_proj,32,S_math,552,-9,False,320,per_checkpoint
alpha05,420,0.05,18,self_attn.v_proj,32,S_math,412,-8,False,320,per_checkpoint
alpha05,272,0.1,18,self_attn.v_proj,32,S_math,266,-6,False,320,per_checkpoint
alpha05,1338,0.01,18,self_attn.o_proj,32,S_math,1312,-26,False,320,per_checkpoint
alpha05,958,0.025,18,self_attn.o_proj,32,S_math,934,-24,False,320,per_checkpoint
alpha05,663,0.05,18,self_attn.o_proj,32,S_math,641,-22,False,320,per_checkpoint
alpha05,383,0.1,18,self_attn.o_proj,32,S_math,366,-17,False,320,per_checkpoint
alpha05,1490,0.01,18,mlp.gate_proj,32,S_math,1445,-45,False,320,per_checkpoint
alpha05,956,0.025,18,mlp.gate_proj,32,S_math,910,-46,False,320,per_checkpoint
alpha05,542,0.05,18,mlp.gate_proj,32,S_math,505,-37,False,320,per_checkpoint
alpha05,206,0.1,18,mlp.gate_proj,32,S_math,187,-19,False,320,per_checkpoint
alpha05,1931,0.01,18,mlp.up_proj,32,S_math,1901,-30,False,320,per_checkpoint
alpha05,1521,0.025,18,mlp.up_proj,32,S_math,1484,-37,False,320,per_checkpoint
alpha05,1133,0.05,18,mlp.up_proj,32,S_math,1094,-39,False,320,per_checkpoint
alpha05,711,0.1,18,mlp.up_proj,32,S_math,678,-33,False,320,per_checkpoint
alpha05,2158,0.01,18,mlp.down_proj,32,S_math,2146,-12,False,320,per_checkpoint
alpha05,1850,0.025,18,mlp.down_proj,32,S_math,1832,-18,False,320,per_checkpoint
alpha05,1523,0.05,18,mlp.down_proj,32,S_math,1501,-22,False,320,per_checkpoint
alpha05,1121,0.1,18,mlp.down_proj,32,S_math,1098,-23,False,320,per_checkpoint
alpha05,419,0.01,18,self_attn.q_proj,32,E_math,419,0,True,0,per_checkpoint
alpha05,212,0.025,18,self_attn.q_proj,32,E_math,212,0,True,0,per_checkpoint
alpha05,93,0.05,18,self_attn.q_proj,32,E_math,93,0,True,0,per_checkpoint
alpha05,22,0.1,18,self_attn.q_proj,32,E_math,22,0,True,0,per_checkpoint
alpha05,249,0.01,18,self_attn.k_proj,32,E_math,249,0,True,0,per_checkpoint
alpha05,126,0.025,18,self_attn.k_proj,32,E_math,126,0,True,0,per_checkpoint
alpha05,57,0.05,18,self_attn.k_proj,32,E_math,57,0,True,0,per_checkpoint
alpha05,18,0.1,18,self_attn.k_proj,32,E_math,18,0,True,0,per_checkpoint
alpha05,502,0.01,18,self_attn.v_proj,32,E_math,502,0,True,0,per_checkpoint
alpha05,352,0.025,18,self_attn.v_proj,32,E_math,352,0,True,0,per_checkpoint
alpha05,237,0.05,18,self_attn.v_proj,32,E_math,237,0,True,0,per_checkpoint
alpha05,130,0.1,18,self_attn.v_proj,32,E_math,130,0,True,0,per_checkpoint
alpha05,776,0.01,18,self_attn.o_proj,32,E_math,776,0,True,0,per_checkpoint
alpha05,550,0.025,18,self_attn.o_proj,32,E_math,550,0,True,0,per_checkpoint
alpha05,384,0.05,18,self_attn.o_proj,32,E_math,384,0,True,0,per_checkpoint
alpha05,232,0.1,18,self_attn.o_proj,32,E_math,232,0,True,0,per_checkpoint
alpha05,912,0.01,18,mlp.gate_proj,32,E_math,912,0,True,0,per_checkpoint
alpha05,638,0.025,18,mlp.gate_proj,32,E_math,638,0,True,0,per_checkpoint
alpha05,427,0.05,18,mlp.gate_proj,32,E_math,427,0,True,0,per_checkpoint
alpha05,232,0.1,18,mlp.gate_proj,32,E_math,232,0,True,0,per_checkpoint
alpha05,1080,0.01,18,mlp.up_proj,32,E_math,1080,0,True,0,per_checkpoint
alpha05,822,0.025,18,mlp.up_proj,32,E_math,822,0,True,0,per_checkpoint
alpha05,610,0.05,18,mlp.up_proj,32,E_math,610,0,True,0,per_checkpoint
alpha05,397,0.1,18,mlp.up_proj,32,E_math,397,0,True,0,per_checkpoint
alpha05,1195,0.01,18,mlp.down_proj,32,E_math,1195,0,True,0,per_checkpoint
alpha05,945,0.025,18,mlp.down_proj,32,E_math,945,0,True,0,per_checkpoint
alpha05,733,0.05,18,mlp.down_proj,32,E_math,733,0,True,0,per_checkpoint
alpha05,510,0.1,18,mlp.down_proj,32,E_math,510,0,True,0,per_checkpoint
alpha05,419,0.01,18,self_attn.q_proj,32,E_math,419,0,False,5,per_checkpoint
alpha05,212,0.025,18,self_attn.q_proj,32,E_math,212,0,False,5,per_checkpoint
alpha05,93,0.05,18,self_attn.q_proj,32,E_math,93,0,False,5,per_checkpoint
alpha05,22,0.1,18,self_attn.q_proj,32,E_math,22,0,False,5,per_checkpoint
alpha05,249,0.01,18,self_attn.k_proj,32,E_math,249,0,False,5,per_checkpoint
alpha05,126,0.025,18,self_attn.k_proj,32,E_math,126,0,False,5,per_checkpoint
alpha05,57,0.05,18,self_attn.k_proj,32,E_math,57,0,False,5,per_checkpoint
alpha05,18,0.1,18,self_attn.k_proj,32,E_math,18,0,False,5,per_checkpoint
alpha05,502,0.01,18,self_attn.v_proj,32,E_math,502,0,False,5,per_checkpoint
alpha05,352,0.025,18,self_attn.v_proj,32,E_math,351,-1,False,5,per_checkpoint
alpha05,237,0.05,18,self_attn.v_proj,32,E_math,236,-1,False,5,per_checkpoint
alpha05,130,0.1,18,self_attn.v_proj,32,E_math,130,0,False,5,per_checkpoint
alpha05,776,0.01,18,self_attn.o_proj,32,E_math,777,1,False,5,per_checkpoint
alpha05,550,0.025,18,self_attn.o_proj,32,E_math,550,0,False,5,per_checkpoint
alpha05,384,0.05,18,self_attn.o_proj,32,E_math,384,0,False,5,per_checkpoint
alpha05,232,0.1,18,self_attn.o_proj,32,E_math,232,0,False,5,per_checkpoint
alpha05,912,0.01,18,mlp.gate_proj,32,E_math,911,-1,False,5,per_checkpoint
alpha05,638,0.025,18,mlp.gate_proj,32,E_math,638,0,False,5,per_checkpoint
alpha05,427,0.05,18,mlp.gate_proj,32,E_math,426,-1,False,5,per_checkpoint
alpha05,232,0.1,18,mlp.gate_proj,32,E_math,232,0,False,5,per_checkpoint
alpha05,1080,0.01,18,mlp.up_proj,32,E_math,1080,0,False,5,per_checkpoint
alpha05,822,0.025,18,mlp.up_proj,32,E_math,822,0,False,5,per_checkpoint
alpha05,610,0.05,18,mlp.up_proj,32,E_math,610,0,False,5,per_checkpoint
alpha05,397,0.1,18,mlp.up_proj,32,E_math,397,0,False,5,per_checkpoint
alpha05,1195,0.01,18,mlp.down_proj,32,E_math,1194,-1,False,5,per_checkpoint
alpha05,945,0.025,18,mlp.down_proj,32,E_math,944,-1,False,5,per_checkpoint
alpha05,733,0.05,18,mlp.down_proj,32,E_math,733,0,False,5,per_checkpoint
alpha05,510,0.1,18,mlp.down_proj,32,E_math,509,-1,False,5,per_checkpoint
alpha05,419,0.01,18,self_attn.q_proj,32,E_math,419,0,False,20,per_checkpoint
alpha05,212,0.025,18,self_attn.q_proj,32,E_math,212,0,False,20,per_checkpoint
alpha05,93,0.05,18,self_attn.q_proj,32,E_math,93,0,False,20,per_checkpoint
alpha05,22,0.1,18,self_attn.q_proj,32,E_math,22,0,False,20,per_checkpoint
alpha05,249,0.01,18,self_attn.k_proj,32,E_math,249,0,False,20,per_checkpoint
alpha05,126,0.025,18,self_attn.k_proj,32,E_math,126,0,False,20,per_checkpoint
alpha05,57,0.05,18,self_attn.k_proj,32,E_math,57,0,False,20,per_checkpoint
alpha05,18,0.1,18,self_attn.k_proj,32,E_math,18,0,False,20,per_checkpoint
alpha05,502,0.01,18,self_attn.v_proj,32,E_math,502,0,False,20,per_checkpoint
alpha05,352,0.025,18,self_attn.v_proj,32,E_math,352,0,False,20,per_checkpoint
alpha05,237,0.05,18,self_attn.v_proj,32,E_math,237,0,False,20,per_checkpoint
alpha05,130,0.1,18,self_attn.v_proj,32,E_math,130,0,False,20,per_checkpoint
alpha05,776,0.01,18,self_attn.o_proj,32,E_math,779,3,False,20,per_checkpoint
alpha05,550,0.025,18,self_attn.o_proj,32,E_math,552,2,False,20,per_checkpoint
alpha05,384,0.05,18,self_attn.o_proj,32,E_math,386,2,False,20,per_checkpoint
alpha05,232,0.1,18,self_attn.o_proj,32,E_math,234,2,False,20,per_checkpoint
alpha05,912,0.01,18,mlp.gate_proj,32,E_math,912,0,False,20,per_checkpoint
alpha05,638,0.025,18,mlp.gate_proj,32,E_math,638,0,False,20,per_checkpoint
alpha05,427,0.05,18,mlp.gate_proj,32,E_math,426,-1,False,20,per_checkpoint
alpha05,232,0.1,18,mlp.gate_proj,32,E_math,231,-1,False,20,per_checkpoint
alpha05,1080,0.01,18,mlp.up_proj,32,E_math,1081,1,False,20,per_checkpoint
alpha05,822,0.025,18,mlp.up_proj,32,E_math,822,0,False,20,per_checkpoint
alpha05,610,0.05,18,mlp.up_proj,32,E_math,610,0,False,20,per_checkpoint
alpha05,397,0.1,18,mlp.up_proj,32,E_math,397,0,False,20,per_checkpoint
alpha05,1195,0.01,18,mlp.down_proj,32,E_math,1196,1,False,20,per_checkpoint
alpha05,945,0.025,18,mlp.down_proj,32,E_math,946,1,False,20,per_checkpoint
alpha05,733,0.05,18,mlp.down_proj,32,E_math,734,1,False,20,per_checkpoint
alpha05,510,0.1,18,mlp.down_proj,32,E_math,511,1,False,20,per_checkpoint
alpha05,419,0.01,18,self_attn.q_proj,32,E_math,418,-1,False,40,per_checkpoint
alpha05,212,0.025,18,self_attn.q_proj,32,E_math,211,-1,False,40,per_checkpoint
alpha05,93,0.05,18,self_attn.q_proj,32,E_math,93,0,False,40,per_checkpoint
alpha05,22,0.1,18,self_attn.q_proj,32,E_math,22,0,False,40,per_checkpoint
alpha05,249,0.01,18,self_attn.k_proj,32,E_math,249,0,False,40,per_checkpoint
alpha05,126,0.025,18,self_attn.k_proj,32,E_math,126,0,False,40,per_checkpoint
alpha05,57,0.05,18,self_attn.k_proj,32,E_math,57,0,False,40,per_checkpoint
alpha05,18,0.1,18,self_attn.k_proj,32,E_math,18,0,False,40,per_checkpoint
alpha05,502,0.01,18,self_attn.v_proj,32,E_math,501,-1,False,40,per_checkpoint
alpha05,352,0.025,18,self_attn.v_proj,32,E_math,350,-2,False,40,per_checkpoint
alpha05,237,0.05,18,self_attn.v_proj,32,E_math,235,-2,False,40,per_checkpoint
alpha05,130,0.1,18,self_attn.v_proj,32,E_math,129,-1,False,40,per_checkpoint
alpha05,776,0.01,18,self_attn.o_proj,32,E_math,777,1,False,40,per_checkpoint
alpha05,550,0.025,18,self_attn.o_proj,32,E_math,551,1,False,40,per_checkpoint
alpha05,384,0.05,18,self_attn.o_proj,32,E_math,385,1,False,40,per_checkpoint
alpha05,232,0.1,18,self_attn.o_proj,32,E_math,233,1,False,40,per_checkpoint
alpha05,912,0.01,18,mlp.gate_proj,32,E_math,911,-1,False,40,per_checkpoint
alpha05,638,0.025,18,mlp.gate_proj,32,E_math,637,-1,False,40,per_checkpoint
alpha05,427,0.05,18,mlp.gate_proj,32,E_math,426,-1,False,40,per_checkpoint
alpha05,232,0.1,18,mlp.gate_proj,32,E_math,231,-1,False,40,per_checkpoint
alpha05,1080,0.01,18,mlp.up_proj,32,E_math,1081,1,False,40,per_checkpoint
alpha05,822,0.025,18,mlp.up_proj,32,E_math,822,0,False,40,per_checkpoint
alpha05,610,0.05,18,mlp.up_proj,32,E_math,610,0,False,40,per_checkpoint
alpha05,397,0.1,18,mlp.up_proj,32,E_math,396,-1,False,40,per_checkpoint
