analysis,model_scope,target,feature_set,features,n,heldout_r2,mae,auc,balanced_accuracy
checkpoint_grouped_regression,pooled,delta_nll_cumulative,W_plus_C,"raw_update_energy_equal7,c_epsilon",192,0.40984312487009034,0.028133449274574136,,
checkpoint_grouped_regression,pooled,delta_nll_cumulative,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",192,0.5085945110405297,0.026492885644573683,,
checkpoint_grouped_regression,pooled,delta_nll_cumulative,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",192,0.10550500453441136,0.030971309740948177,,
checkpoint_grouped_regression,pooled,delta_nll_cumulative,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",192,0.3137694412595855,0.03164666716390934,,
checkpoint_grouped_regression,pooled,delta_nll_cumulative,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",192,0.5734490313395018,0.025070023716887904,,
checkpoint_grouped_regression,llama,cumulative_kl_base_to_current,W,raw_update_energy_equal7,96,-0.07675296769347262,0.057096666451788146,,
checkpoint_grouped_regression,llama,cumulative_kl_base_to_current,p_k,"p_k4,p_k8,p_k16,p_k32",96,0.6280584537100636,0.032677070288243196,,
checkpoint_grouped_regression,llama,cumulative_kl_base_to_current,C,c_epsilon,96,0.778039371587314,0.025615976137165052,,
checkpoint_grouped_regression,llama,cumulative_kl_base_to_current,W_plus_C,"raw_update_energy_equal7,c_epsilon",96,0.8134325630955701,0.023845997430720866,,
checkpoint_grouped_regression,llama,cumulative_kl_base_to_current,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",96,0.801690582163628,0.02435065951733507,,
checkpoint_grouped_regression,llama,cumulative_kl_base_to_current,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",96,0.08923203434633331,0.0535571420183645,,
checkpoint_grouped_regression,llama,cumulative_kl_base_to_current,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.7798524647135598,0.02724998570723296,,
checkpoint_grouped_regression,llama,cumulative_kl_base_to_current,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.69847181666215,0.031157758676648994,,
checkpoint_grouped_regression,llama,absolute_delta_nll_cumulative,W,raw_update_energy_equal7,96,-0.14553255696816136,0.11209503971477729,,
checkpoint_grouped_regression,llama,absolute_delta_nll_cumulative,p_k,"p_k4,p_k8,p_k16,p_k32",96,0.7509678735620163,0.05254294765240497,,
checkpoint_grouped_regression,llama,absolute_delta_nll_cumulative,C,c_epsilon,96,0.8085236601039169,0.04686113323305296,,
checkpoint_grouped_regression,llama,absolute_delta_nll_cumulative,W_plus_C,"raw_update_energy_equal7,c_epsilon",96,0.8324290891625927,0.04573683536471221,,
checkpoint_grouped_regression,llama,absolute_delta_nll_cumulative,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",96,0.8532727930998396,0.039830128676495526,,
checkpoint_grouped_regression,llama,absolute_delta_nll_cumulative,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",96,0.24910855489212014,0.09281346784614941,,
checkpoint_grouped_regression,llama,absolute_delta_nll_cumulative,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.8347526418551465,0.0431727318191615,,
checkpoint_grouped_regression,llama,absolute_delta_nll_cumulative,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.8261663525926498,0.041517112558920245,,
checkpoint_grouped_regression,llama,delta_nll_cumulative,W,raw_update_energy_equal7,96,-0.01597705826643603,0.04821153743916509,,
checkpoint_grouped_regression,llama,delta_nll_cumulative,p_k,"p_k4,p_k8,p_k16,p_k32",96,0.5202447915658072,0.03542848765244092,,
checkpoint_grouped_regression,llama,delta_nll_cumulative,C,c_epsilon,96,0.49502382507125275,0.03904500613137384,,
checkpoint_grouped_regression,llama,delta_nll_cumulative,W_plus_C,"raw_update_energy_equal7,c_epsilon",96,0.5391256181204653,0.03763760180362736,,
checkpoint_grouped_regression,llama,delta_nll_cumulative,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",96,0.5466043584834105,0.03567674339639432,,
checkpoint_grouped_regression,llama,delta_nll_cumulative,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",96,-0.07969494660894494,0.05240493426550233,,
checkpoint_grouped_regression,llama,delta_nll_cumulative,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.5227392881975865,0.03797378936983741,,
checkpoint_grouped_regression,llama,delta_nll_cumulative,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.5024573954808054,0.036952836844785314,,
checkpoint_grouped_regression,qwen,cumulative_kl_base_to_current,W,raw_update_energy_equal7,96,-0.0029884065751757394,0.0366760949684544,,
checkpoint_grouped_regression,qwen,cumulative_kl_base_to_current,p_k,"p_k4,p_k8,p_k16,p_k32",96,0.25117361901448243,0.03062488997009825,,
checkpoint_grouped_regression,qwen,cumulative_kl_base_to_current,C,c_epsilon,96,0.225199765370115,0.030775556578916508,,
checkpoint_grouped_regression,qwen,cumulative_kl_base_to_current,W_plus_C,"raw_update_energy_equal7,c_epsilon",96,0.22967970598466736,0.03145327087373207,,
checkpoint_grouped_regression,qwen,cumulative_kl_base_to_current,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",96,0.19537571696577238,0.031475889836700834,,
checkpoint_grouped_regression,qwen,cumulative_kl_base_to_current,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",96,0.16420776444555563,0.03366696521999029,,
checkpoint_grouped_regression,qwen,cumulative_kl_base_to_current,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.014225312894113884,0.03875399130521822,,
checkpoint_grouped_regression,qwen,cumulative_kl_base_to_current,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.34285444511559005,0.027528836935069235,,
checkpoint_grouped_regression,qwen,absolute_delta_nll_cumulative,W,raw_update_energy_equal7,96,-0.06810950007977912,0.08246055883693314,,
checkpoint_grouped_regression,qwen,absolute_delta_nll_cumulative,p_k,"p_k4,p_k8,p_k16,p_k32",96,0.2877451646889382,0.06280868438918728,,
checkpoint_grouped_regression,qwen,absolute_delta_nll_cumulative,C,c_epsilon,96,0.21780807785283862,0.06972355730810463,,
checkpoint_grouped_regression,qwen,absolute_delta_nll_cumulative,W_plus_C,"raw_update_energy_equal7,c_epsilon",96,0.197447270286923,0.0711509068932435,,
checkpoint_grouped_regression,qwen,absolute_delta_nll_cumulative,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",96,0.2418284527279717,0.06438137457086973,,
checkpoint_grouped_regression,qwen,absolute_delta_nll_cumulative,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",96,0.2013542306368401,0.07267873931466956,,
checkpoint_grouped_regression,qwen,absolute_delta_nll_cumulative,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.13730876847784057,0.07661131677912891,,
checkpoint_grouped_regression,qwen,absolute_delta_nll_cumulative,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.22027221989965717,0.06651425166623266,,
checkpoint_grouped_regression,qwen,delta_nll_cumulative,W,raw_update_energy_equal7,96,-0.0032762247018163215,0.020620913082503793,,
checkpoint_grouped_regression,qwen,delta_nll_cumulative,p_k,"p_k4,p_k8,p_k16,p_k32",96,0.21547426783080115,0.01945274143505443,,
checkpoint_grouped_regression,qwen,delta_nll_cumulative,C,c_epsilon,96,0.15027187222686833,0.0183629878033824,,
checkpoint_grouped_regression,qwen,delta_nll_cumulative,W_plus_C,"raw_update_energy_equal7,c_epsilon",96,0.09258104397695666,0.01923481681735741,,
checkpoint_grouped_regression,qwen,delta_nll_cumulative,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",96,0.17721226948005087,0.020018512820403813,,
checkpoint_grouped_regression,qwen,delta_nll_cumulative,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",96,0.29526326786296164,0.017182723482537476,,
checkpoint_grouped_regression,qwen,delta_nll_cumulative,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.18951380661195794,0.019394800027480244,,
checkpoint_grouped_regression,qwen,delta_nll_cumulative,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",96,0.3480130373599988,0.017215714091037806,,
checkpoint_grouped_opd_vs_nonopd_macro,pooled,is_opd,W,raw_update_energy_equal7,48,,,0.5138888888888888,0.5138888888888888
checkpoint_grouped_opd_vs_nonopd_macro,pooled,is_opd,p_k,"p_k4,p_k8,p_k16,p_k32",48,,,0.8356481481481481,0.5555555555555556
checkpoint_grouped_opd_vs_nonopd_macro,pooled,is_opd,C,c_epsilon,48,,,0.7199074074074074,0.5277777777777778
checkpoint_grouped_opd_vs_nonopd_macro,pooled,is_opd,W_plus_C,"raw_update_energy_equal7,c_epsilon",48,,,0.8935185185185185,0.625
checkpoint_grouped_opd_vs_nonopd_macro,pooled,is_opd,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",48,,,0.8935185185185185,0.6111111111111112
checkpoint_grouped_opd_vs_nonopd_macro,pooled,is_opd,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",48,,,0.4791666666666667,0.5138888888888888
checkpoint_grouped_opd_vs_nonopd_macro,pooled,is_opd,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",48,,,0.875,0.625
checkpoint_grouped_opd_vs_nonopd_macro,pooled,is_opd,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",48,,,0.8726851851851852,0.5972222222222222
checkpoint_grouped_opd_vs_nonopd_macro,llama,is_opd,W,raw_update_energy_equal7,24,,,0.5,0.5277777777777778
checkpoint_grouped_opd_vs_nonopd_macro,llama,is_opd,p_k,"p_k4,p_k8,p_k16,p_k32",24,,,0.8611111111111112,0.6111111111111112
checkpoint_grouped_opd_vs_nonopd_macro,llama,is_opd,C,c_epsilon,24,,,0.7962962962962963,0.5
checkpoint_grouped_opd_vs_nonopd_macro,llama,is_opd,W_plus_C,"raw_update_energy_equal7,c_epsilon",24,,,0.8425925925925926,0.5555555555555556
checkpoint_grouped_opd_vs_nonopd_macro,llama,is_opd,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",24,,,0.8518518518518519,0.6111111111111112
checkpoint_grouped_opd_vs_nonopd_macro,llama,is_opd,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",24,,,0.6944444444444444,0.5555555555555556
checkpoint_grouped_opd_vs_nonopd_macro,llama,is_opd,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",24,,,0.9166666666666666,0.6666666666666666
checkpoint_grouped_opd_vs_nonopd_macro,llama,is_opd,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",24,,,0.8611111111111112,0.6111111111111112
checkpoint_grouped_opd_vs_nonopd_macro,qwen,is_opd,W,raw_update_energy_equal7,24,,,0.5277777777777778,0.5
checkpoint_grouped_opd_vs_nonopd_macro,qwen,is_opd,p_k,"p_k4,p_k8,p_k16,p_k32",24,,,0.6111111111111112,0.5277777777777778
checkpoint_grouped_opd_vs_nonopd_macro,qwen,is_opd,C,c_epsilon,24,,,0.7222222222222222,0.5
checkpoint_grouped_opd_vs_nonopd_macro,qwen,is_opd,W_plus_C,"raw_update_energy_equal7,c_epsilon",24,,,0.9722222222222222,0.6666666666666666
checkpoint_grouped_opd_vs_nonopd_macro,qwen,is_opd,p_k_plus_C,"p_k4,p_k8,p_k16,p_k32,c_epsilon",24,,,0.5277777777777778,0.4444444444444445
checkpoint_grouped_opd_vs_nonopd_macro,qwen,is_opd,TPNT,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32",24,,,0.19444444444444445,0.4166666666666667
checkpoint_grouped_opd_vs_nonopd_macro,qwen,is_opd,TPNT_plus_C,"tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",24,,,0.75,0.5833333333333334
checkpoint_grouped_opd_vs_nonopd_macro,qwen,is_opd,p_k_TPNT_C,"p_k4,p_k8,p_k16,p_k32,tpnt_overlap_lift,tpnt_lift_minus_null,pabs_joint_mean_cos,nss_l1_top32,c_epsilon",24,,,0.6203703703703703,0.6388888888888888
delta_r2,llama,absolute_delta_nll_cumulative,W_plus_C_minus_W,,96,0.9779616461307541,,,
delta_r2,llama,absolute_delta_nll_cumulative,p_k_plus_C_minus_p_k,,96,0.10230491953782328,,,
delta_r2,llama,absolute_delta_nll_cumulative,TPNT_plus_C_minus_TPNT,,96,0.5856440869630264,,,
delta_r2,llama,absolute_delta_nll_cumulative,p_k_TPNT_C_minus_p_k,,96,0.07519847903063348,,,
delta_r2,llama,cumulative_kl_base_to_current,W_plus_C_minus_W,,96,0.8901855307890427,,,
delta_r2,llama,cumulative_kl_base_to_current,p_k_plus_C_minus_p_k,,96,0.17363212845356435,,,
delta_r2,llama,cumulative_kl_base_to_current,TPNT_plus_C_minus_TPNT,,96,0.6906204303672265,,,
delta_r2,llama,cumulative_kl_base_to_current,p_k_TPNT_C_minus_p_k,,96,0.07041336295208633,,,
delta_r2,llama,delta_nll_cumulative,W_plus_C_minus_W,,96,0.5551026763869014,,,
delta_r2,llama,delta_nll_cumulative,p_k_plus_C_minus_p_k,,96,0.026359566917603328,,,
delta_r2,llama,delta_nll_cumulative,TPNT_plus_C_minus_TPNT,,96,0.6024342348065315,,,
delta_r2,llama,delta_nll_cumulative,p_k_TPNT_C_minus_p_k,,96,-0.017787396085001794,,,
delta_r2,pooled,absolute_delta_nll_cumulative,W_plus_C_minus_W,,192,0.664856815926564,,,
delta_r2,pooled,absolute_delta_nll_cumulative,p_k_plus_C_minus_p_k,,192,0.00940950671919838,,,
delta_r2,pooled,absolute_delta_nll_cumulative,TPNT_plus_C_minus_TPNT,,192,0.13694530641914548,,,
delta_r2,pooled,absolute_delta_nll_cumulative,p_k_TPNT_C_minus_p_k,,192,-0.03354330495381175,,,
delta_r2,pooled,cumulative_kl_base_to_current,W_plus_C_minus_W,,192,0.6334469821029406,,,
delta_r2,pooled,cumulative_kl_base_to_current,p_k_plus_C_minus_p_k,,192,0.020498851772780657,,,
delta_r2,pooled,cumulative_kl_base_to_current,TPNT_plus_C_minus_TPNT,,192,0.23017778966595004,,,
delta_r2,pooled,cumulative_kl_base_to_current,p_k_TPNT_C_minus_p_k,,192,0.0015994151186533578,,,
delta_r2,pooled,delta_nll_cumulative,W_plus_C_minus_W,,192,0.42187090238982805,,,
delta_r2,pooled,delta_nll_cumulative,p_k_plus_C_minus_p_k,,192,-0.014855742531017513,,,
delta_r2,pooled,delta_nll_cumulative,TPNT_plus_C_minus_TPNT,,192,0.20826443672517414,,,
delta_r2,pooled,delta_nll_cumulative,p_k_TPNT_C_minus_p_k,,192,0.04999877776795458,,,
delta_r2,qwen,absolute_delta_nll_cumulative,W_plus_C_minus_W,,96,0.2655567703667021,,,
delta_r2,qwen,absolute_delta_nll_cumulative,p_k_plus_C_minus_p_k,,96,-0.04591671196096647,,,
delta_r2,qwen,absolute_delta_nll_cumulative,TPNT_plus_C_minus_TPNT,,96,-0.06404546215899953,,,
delta_r2,qwen,absolute_delta_nll_cumulative,p_k_TPNT_C_minus_p_k,,96,-0.06747294478928101,,,
delta_r2,qwen,cumulative_kl_base_to_current,W_plus_C_minus_W,,96,0.2326681125598431,,,
delta_r2,qwen,cumulative_kl_base_to_current,p_k_plus_C_minus_p_k,,96,-0.055797902048710046,,,
delta_r2,qwen,cumulative_kl_base_to_current,TPNT_plus_C_minus_TPNT,,96,-0.14998245155144174,,,
delta_r2,qwen,cumulative_kl_base_to_current,p_k_TPNT_C_minus_p_k,,96,0.09168082610110762,,,
delta_r2,qwen,delta_nll_cumulative,W_plus_C_minus_W,,96,0.09585726867877298,,,
delta_r2,qwen,delta_nll_cumulative,p_k_plus_C_minus_p_k,,96,-0.03826199835075028,,,
delta_r2,qwen,delta_nll_cumulative,TPNT_plus_C_minus_TPNT,,96,-0.1057494612510037,,,
delta_r2,qwen,delta_nll_cumulative,p_k_TPNT_C_minus_p_k,,96,0.13253876952919763,,,
