absolute_contraction_mean,arm,checkpoint,epsilon,layer,model,module_count_x,probe_name,c_epsilon,relative_functional_contraction_ratio_of_means_sensitivity,sample_count_x,source_name,source_protocol,state_rank_base_mean,state_rank_current_mean,state_rank_delta_mean,track,absolute_delta_nll_cumulative,aggregation,cumulative_kl_base_to_current,delta_nll_cumulative,nll_base,nll_current,sample_count_y,module_count_y,raw_update_energy_equal7,whitened_update_energy_equal7,whitened_update_energy_fixed_equal7,activation_exposure_ratio_equal7,p_k4,p_k8,p_k16,p_k32,pk_track,tpnt_overlap_lift,tpnt_lift_minus_null,tpnt_coverage,pabs_joint_mean_cos,nss_l1_top32,nss_l2_top32,normalized_entropy_effective_rank,participation_ratio,top1_explained_share,top8_explained_share,top32_explained_share,raw_anisotropy,centered_anisotropy,linear_cka_vs_step0,_merge,has_raw_activation,row_id,is_opd
1.2857142857142858,offkd,40,0.05,14,llama,7,E_math,0.0075808617465363,0.0037220843672456,32.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,345.42857142857144,344.1428571428572,-1.2857142857142858,llama_d10_matched_numeric,0.1639347940217703,sample_equal_mean_of_token_weighted_rows,0.0356035729346331,-0.0496827349998056,2.0786754116415977,2.02899269387126,32,7,0.0369096580626709,0.0095374506282886,0.0093354949203785,1.0225880489383408,1.120642115535832e-05,2.7311253185344868e-05,7.182348105871601e-05,0.0002245934073081,llama_d11_bf16_merged_minus_base,0.6866971861021854,-0.0003462966518219,0.0438043177554984,0.9997859592373168,0.3233531610942588,0.0583880750841497,1.0465870562429271,1.0074699653251409,0.9962857473964865,0.997005954379648,0.997847776279005,0.9230638146400452,0.0660752579569816,0.999990463256836,both,True,10,0
4.714285714285714,offkd,40,0.05,14,llama,7,E_ood,0.0120849111190228,0.0065710872162485,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,717.4285714285714,712.7142857142857,-4.714285714285714,llama_d10_matched_numeric,0.097536185872741,sample_equal_mean_of_token_weighted_rows,0.0189553670206805,-0.0132419357669277,1.637078640051186,1.6238367115147412,128,7,0.0369096580626709,0.0077808117535563,0.0075238106988503,1.038724635106624,1.120642115535832e-05,2.7311253185344868e-05,7.182348105871601e-05,0.0002245934073081,llama_d11_bf16_merged_minus_base,0.6866971861021854,-0.0003462966518219,0.0438043177554984,0.9997859592373168,0.3233531610942588,0.0583880750841497,1.2131124235763775,1.034802557216399,0.9830388174399306,0.9863470395342392,0.9890894424888096,0.7865294218063354,-0.0027293202001601,0.9998663663864136,both,True,11,0
2.4285714285714284,offkd,160,0.05,14,llama,7,E_general,0.0108391698911579,0.0031284504968715,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,776.2857142857143,773.8571428571429,-2.4285714285714284,llama_d10_matched_numeric,0.1427616789005696,sample_equal_mean_of_token_weighted_rows,0.0264714462755364,0.0230557414615759,2.6890528984367847,2.712108603678644,128,7,0.153382485466344,0.0518385911044398,0.0480842615610786,1.0413781675640854,1.4700081749197125e-05,3.256196919210071e-05,8.478359554177858e-05,0.0002558181430296,llama_d11_bf16_merged_minus_base,0.775290122953994,-0.0060748355364483,0.0472235833657309,0.9997925129742826,0.3233531856180281,0.058388929484295,1.2214943021843008,1.0350789100698508,0.9829082604709776,0.9850792217668308,0.9878197199839088,0.7962892651557922,-0.0024156062863767,0.9999219179153442,both,True,12,0
9.428571428571429,offkd,160,0.05,14,llama,7,E_if,0.0225749929800485,0.013639181649101,541.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,691.2857142857143,681.8571428571429,-9.428571428571429,llama_d10_matched_numeric,0.237787853313572,sample_equal_mean_of_token_weighted_rows,0.0742833617172598,0.0047556973818186,3.344583368565812,3.3493390585710734,541,7,0.153382485466344,0.0959801319487659,0.078036804018276,1.1242646761934358,1.4700081749197125e-05,3.256196919210071e-05,8.478359554177858e-05,0.0002558181430296,llama_d11_bf16_merged_minus_base,0.775290122953994,-0.0060748355364483,0.0472235833657309,0.9997925129742826,0.3233531856180281,0.058388929484295,1.058404901357057,1.0089897049751988,0.9955351568694448,0.9963037980514362,0.9970808170229768,0.9655107259750366,0.0122513677924871,0.999886393547058,both,True,13,0
1.5714285714285714,offkd,160,0.05,14,llama,7,E_math,0.0117652123997018,0.0045492142266336,32.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,345.42857142857144,343.85714285714283,-1.5714285714285714,llama_d10_matched_numeric,0.221352889901027,sample_equal_mean_of_token_weighted_rows,0.0703603173024021,-0.0521335485391318,2.0786754116415977,2.026541883125901,32,7,0.153382485466344,0.1368978878017515,0.123325040696987,1.0581242259603936,1.4700081749197125e-05,3.256196919210071e-05,8.478359554177858e-05,0.0002558181430296,llama_d11_bf16_merged_minus_base,0.775290122953994,-0.0060748355364483,0.0472235833657309,0.9997925129742826,0.3233531856180281,0.058388929484295,1.045957369251227,1.0073616323920604,0.9963393185921569,0.997048758837415,0.9978775003092348,0.923102080821991,0.0687426254153251,0.9999677538871764,both,True,14,0
6.714285714285714,offkd,160,0.05,14,llama,7,E_ood,0.0174206444174231,0.0093588211867782,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,717.4285714285714,710.7142857142857,-6.714285714285714,llama_d10_matched_numeric,0.1340155248180963,sample_equal_mean_of_token_weighted_rows,0.0364593485719524,-0.0147412231181078,1.637078640051186,1.6223374088294804,128,7,0.153382485466344,0.1020694601881716,0.0883831420381154,1.0858431205424046,1.4700081749197125e-05,3.256196919210071e-05,8.478359554177858e-05,0.0002558181430296,llama_d11_bf16_merged_minus_base,0.775290122953994,-0.0060748355364483,0.0472235833657309,0.9997925129742826,0.3233531856180281,0.058388929484295,1.212171535627756,1.0346848582866413,0.9830946984395528,0.986429667614869,0.9891615479495292,0.7857622504234314,-0.00265186233446,0.9996922612190248,both,True,15,0
0.1428571428571428,opd,5,0.05,14,llama,7,E_general,-0.0015855310184075,0.000184026499816,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,776.2857142857143,776.1428571428571,-0.1428571428571428,llama_d10_matched_numeric,0.031617207074305,sample_equal_mean_of_token_weighted_rows,0.0011504399485602,-0.0006188364741319,2.6890528984367847,2.688434035517276,128,7,0.0023377326017777,0.000246416533108,0.0002465661340725,0.9999875110196152,2.3994940322934e-06,1.5239811351161084e-05,4.915188193469973e-05,0.0001586695091515,llama_d11_bf16_merged_minus_base,0.5984204432323,0.0095011652211448,0.0400656012017766,0.9998006645077684,0.3233532272290954,0.058388509997029,1.2173814176111843,1.034421256766319,0.9832206825392782,0.9853664932788572,0.9880579835760924,0.7966663241386414,-0.0024426949676126,0.9999952912330629,both,True,16,1
0.2857142857142857,opd,5,0.05,14,llama,7,E_if,-0.0002934970648806,0.0004133085348213,541.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,691.2857142857143,691.0,-0.2857142857142857,llama_d10_matched_numeric,0.0412698700342348,sample_equal_mean_of_token_weighted_rows,0.0017063233292577,-0.001757048944514,3.344583368565812,3.3428263186086347,541,7,0.0023377326017777,0.000327428361483,0.0003278650066412,1.0015195650998767,2.3994940322934e-06,1.5239811351161084e-05,4.915188193469973e-05,0.0001586695091515,llama_d11_bf16_merged_minus_base,0.5984204432323,0.0095011652211448,0.0400656012017766,0.9998006645077684,0.3233532272290954,0.058388509997029,1.058097706800543,1.008921861489999,0.9955686303982304,0.9963252113226996,0.997086534562124,0.9653472900390624,0.0122778648510575,0.9999956488609314,both,True,17,1
0.2857142857142857,opd,5,0.05,14,llama,7,E_math,0.0012280982314565,0.0008271298593879,32.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,345.42857142857144,345.1428571428572,-0.2857142857142857,llama_d10_matched_numeric,0.03602486877935,sample_equal_mean_of_token_weighted_rows,0.0015593386033287,-0.0037561850294878,2.0786754116415977,2.0749192498624325,32,7,0.0023377326017777,0.0002987704011892,0.0002994132481554,1.0001695965195296,2.3994940322934e-06,1.5239811351161084e-05,4.915188193469973e-05,0.0001586695091515,llama_d11_bf16_merged_minus_base,0.5984204432323,0.0095011652211448,0.0400656012017766,0.9998006645077684,0.3233532272290954,0.058388509997029,1.0454404578644003,1.0072725614114284,0.9963833713704764,0.9970875608334206,0.9979053482166016,0.9239678978919984,0.0667541995644569,0.9999971985816956,both,True,18,1
-0.1428571428571428,opd,5,0.05,14,llama,7,E_ood,-0.0011614401858304,-0.0001991238550377,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,717.4285714285714,717.5714285714286,0.1428571428571428,llama_d10_matched_numeric,0.0286674265953479,sample_equal_mean_of_token_weighted_rows,0.0013221796557445,0.0039959080093012,1.637078640051186,1.6410745372995734,128,7,0.0023377326017777,0.0003367253015572,0.0003374777035267,0.9993727334097016,2.3994940322934e-06,1.5239811351161084e-05,4.915188193469973e-05,0.0001586695091515,llama_d11_bf16_merged_minus_base,0.5984204432323,0.0095011652211448,0.0400656012017766,0.9998006645077684,0.3233532272290954,0.058388509997029,1.205943258031024,1.0335439052784254,0.9836373367347628,0.9867933523784196,0.9894210826231474,0.7889164686203003,-0.0027248680125921,0.9999913573265076,both,True,19,1
9.0,opd,20,0.05,14,llama,7,E_general,0.0137456525529159,0.0115936694884063,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,776.2857142857143,767.2857142857143,-9.0,llama_d10_matched_numeric,0.1648124433704652,sample_equal_mean_of_token_weighted_rows,0.0270437353174202,0.0188034251859789,2.6890528984367847,2.707856305874884,128,7,0.0294283244625798,0.0076001964376441,0.0074308021409836,1.0265117206877885,2.1133601486716156e-05,7.22434032078295e-05,0.0001687375146762,0.0004033254995841,llama_d11_bf16_merged_minus_base,0.6847705896301959,0.0060851260582629,0.043699056843582,0.9997940432392952,0.3233532085688506,0.0583883149138349,1.2155207681631113,1.0341819188549275,0.9833344403795478,0.9854977908691716,0.988188027699433,0.8046398162841797,-0.0024198237806558,0.9999690651893616,both,True,20,1
16.0,opd,20,0.05,14,llama,7,E_if,0.0277722864691498,0.0231452779499896,541.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,691.2857142857143,675.2857142857143,-16.0,llama_d10_matched_numeric,0.2454052803256375,sample_equal_mean_of_token_weighted_rows,0.0557483136034166,0.016410476981719,3.344583368565812,3.3609938403374606,541,7,0.0294283244625798,0.0117743500741198,0.0115062864247842,1.064867972227294,2.1133601486716156e-05,7.22434032078295e-05,0.0001687375146762,0.0004033254995841,llama_d11_bf16_merged_minus_base,0.6847705896301959,0.0060851260582629,0.043699056843582,0.9997940432392952,0.3233532085688506,0.0583883149138349,1.0576628251869074,1.0088730910780723,0.9955926927673944,0.9963597809249488,0.9971251047613044,0.9654143452644348,0.0123919323086738,0.999975323677063,both,True,21,1
11.571428571428571,opd,20,0.05,14,llama,7,E_math,0.0406975224278729,0.033498759305211,32.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,345.42857142857144,333.85714285714283,-11.571428571428571,llama_d10_matched_numeric,0.3566635833121836,sample_equal_mean_of_token_weighted_rows,0.1336907227523625,0.0964539686683565,2.0786754116415977,2.175129383802414,32,7,0.0294283244625798,0.0203951732588133,0.0197411471246076,1.0586703492248195,2.1133601486716156e-05,7.22434032078295e-05,0.0001687375146762,0.0004033254995841,llama_d11_bf16_merged_minus_base,0.6847705896301959,0.0060851260582629,0.043699056843582,0.9997940432392952,0.3233532085688506,0.0583883149138349,1.045101360054593,1.0072316478057262,0.9964036071764528,0.9971101215065332,0.9979358524607956,0.9239895939826964,0.0667934864759445,0.9999873042106628,both,True,22,1
15.714285714285714,opd,20,0.05,14,llama,7,E_ood,0.0279099996854012,0.0219036240541617,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,717.4285714285714,701.7142857142857,-15.714285714285714,llama_d10_matched_numeric,0.2464562825625762,sample_equal_mean_of_token_weighted_rows,0.0966893478762358,0.1106249172444222,1.637078640051186,1.7477035480551422,128,7,0.0294283244625798,0.0178091505741966,0.0169268552313691,1.0721104162372137,2.1133601486716156e-05,7.22434032078295e-05,0.0001687375146762,0.0004033254995841,llama_d11_bf16_merged_minus_base,0.6847705896301959,0.0060851260582629,0.043699056843582,0.9997940432392952,0.3233532085688506,0.0583883149138349,1.2042712019583446,1.0333796704470677,0.9837154769964284,0.986908544946815,0.989564218682387,0.8011473417282104,-0.0028241628315299,0.9998384714126588,both,True,23,1
11.571428571428571,opd,40,0.05,14,llama,7,E_general,0.0190190823388094,0.0149061464850939,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,776.2857142857143,764.7142857142857,-11.571428571428571,llama_d10_matched_numeric,0.2609209150541574,sample_equal_mean_of_token_weighted_rows,0.0657373438007198,0.051981470794999,2.6890528984367847,2.7410343615338206,128,7,0.0507439116814306,0.0123738136192384,0.0125962370906823,0.9862659058814012,2.257127490728245e-05,7.553131711444357e-05,0.0001634806794754,0.0004064673277233,llama_d11_bf16_merged_minus_base,0.7114138206077811,-0.0018542196932989,0.0447739048314497,0.9997905294740156,0.3233532054401872,0.0583883437046826,1.2173821610417848,1.0344950934615802,0.98318557267967,0.9853689657992734,0.988089057884078,0.804871141910553,-0.0024808184243738,0.9999585151672364,both,True,24,1
21.428571428571427,opd,40,0.05,14,llama,7,E_if,0.0373348605029785,0.0309981401115933,541.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,691.2857142857143,669.8571428571429,-21.428571428571427,llama_d10_matched_numeric,0.3795276337928119,sample_equal_mean_of_token_weighted_rows,0.121157584012987,0.0547220810280351,3.344583368565812,3.3993054383783816,541,7,0.0507439116814306,0.0190201162227562,0.0193532448195453,1.016122684098054,2.257127490728245e-05,7.553131711444357e-05,0.0001634806794754,0.0004064673277233,llama_d11_bf16_merged_minus_base,0.7114138206077811,-0.0018542196932989,0.0447739048314497,0.9997905294740156,0.3233532054401872,0.0583883437046826,1.0580562053584948,1.008949232739632,0.9955551228434832,0.9963348529742582,0.9971122614496656,0.9650676846504213,0.0123922284692525,0.9999654293060304,both,True,25,1
13.428571428571429,opd,40,0.05,14,llama,7,E_math,0.044897714515561,0.0388751033912324,32.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,345.42857142857144,332.0,-13.428571428571429,llama_d10_matched_numeric,0.4879406867548823,sample_equal_mean_of_token_weighted_rows,0.2356065474450588,0.1757437085034325,2.0786754116415977,2.2544191516935825,32,7,0.0507439116814306,0.028882630768099,0.0299756664649716,0.9899069701019064,2.257127490728245e-05,7.553131711444357e-05,0.0001634806794754,0.0004064673277233,llama_d11_bf16_merged_minus_base,0.7114138206077811,-0.0018542196932989,0.0447739048314497,0.9997905294740156,0.3233532054401872,0.0583883437046826,1.046129646379392,1.007410620681754,0.9963150911267452,0.9970386786138172,0.997887355121145,0.92239248752594,0.0659978315234184,0.9999796748161316,both,True,26,1
20.285714285714285,opd,40,0.05,14,llama,7,E_ood,0.034657371664439,0.0282755874153724,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,717.4285714285714,697.1428571428571,-20.285714285714285,llama_d10_matched_numeric,0.3530111886793747,sample_equal_mean_of_token_weighted_rows,0.1721622223849408,0.1856733395070477,1.637078640051186,1.8227519928477705,128,7,0.0507439116814306,0.025489751365967,0.0262382138088079,0.9806748515781826,2.257127490728245e-05,7.553131711444357e-05,0.0001634806794754,0.0004064673277233,llama_d11_bf16_merged_minus_base,0.7114138206077811,-0.0018542196932989,0.0447739048314497,0.9997905294740156,0.3233532054401872,0.0583883437046826,1.2088130019246668,1.0341730677869918,0.9833379906693652,0.9866242308931708,0.9893473097373336,0.8002831339836121,-0.0029397450853139,0.9997884035110474,both,True,27,1
14.857142857142858,opd,160,0.05,14,llama,7,E_general,0.0267412351405494,0.0191387559808612,128.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,776.2857142857143,761.4285714285714,-14.857142857142858,llama_d10_matched_numeric,0.3698927549412474,sample_equal_mean_of_token_weighted_rows,0.1298238128074444,0.1118209236810798,2.6890528984367847,2.80087379924953,128,7,0.1493895346564906,0.0714201746575002,0.0638896610221958,1.048883614691018,2.4579308468933695e-05,7.533441391515221e-05,0.0001708039276958,0.0004399347568063,llama_d11_bf16_merged_minus_base,0.7758988865389572,-0.0064827852825718,0.0473231202445442,0.9997840350259236,0.3233532061889996,0.058389728990622,1.2152816318331103,1.0341850835355673,0.9833329286471204,0.9855038384369176,0.9882166621588504,0.807498574256897,-0.0024393750354647,0.9999292492866516,both,True,28,1
26.571428571428573,opd,160,0.05,14,llama,7,E_if,0.0466314951935998,0.0384376937383758,541.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,691.2857142857143,664.7142857142857,-26.571428571428573,llama_d10_matched_numeric,0.4966622313928692,sample_equal_mean_of_token_weighted_rows,0.20701169942862,0.1246411389156542,3.344583368565812,3.469224491313293,541,7,0.1493895346564906,0.1102394896526155,0.0937896355088534,1.0790144893905609,2.4579308468933695e-05,7.533441391515221e-05,0.0001708039276958,0.0004399347568063,llama_d11_bf16_merged_minus_base,0.7758988865389572,-0.0064827852825718,0.0473231202445442,0.9997840350259236,0.3233532061889996,0.058389728990622,1.0573295188220906,1.008847446198064,0.9956053439103312,0.9963882990143222,0.9971630363384222,0.9650490880012512,0.0123702948912978,0.9998936653137208,both,True,29,1
14.285714285714286,opd,160,0.05,14,llama,7,E_math,0.0494428562342672,0.0413564929693961,32.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,345.42857142857144,331.1428571428572,-14.285714285714286,llama_d10_matched_numeric,0.5582527779042721,sample_equal_mean_of_token_weighted_rows,0.30191505048424,0.198235401767306,2.0786754116415977,2.2769108414649963,32,7,0.1493895346564906,0.1443636222476405,0.1282579842954874,1.0333773983188566,2.4579308468933695e-05,7.533441391515221e-05,0.0001708039276958,0.0004399347568063,llama_d11_bf16_merged_minus_base,0.7758988865389572,-0.0064827852825718,0.0473231202445442,0.9997840350259236,0.3233532061889996,0.058389728990622,1.0451134181889288,1.0072425605927997,0.9963982080495734,0.9971126706203096,0.9979433568178784,0.9216825366020204,0.0663060173392295,0.9999573826789856,both,True,30,1
