category,label,path,exists,bytes,sha256,notes
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/base/step_000/E_ood.L14.main.direction.pt,True,27798127,d99ef83fc157431963d8fca754dba90807b9c9f47a9b14571f8ea34b7d4b5eb0,Stage4 direction.pt
direction_spectrum,E_general.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_005/E_general.L14.main.centered.direction.pt,True,27798478,4bd9da10b1ac5367b2725c3af780a5a10844f3536ea506258dc31e14acbe1b05,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_005/E_general.L14.main.direction.pt,True,27798235,cb2e1882ceffece1c1b407bd0861ec5ef3ed7c056166c56a4a43b76e3069672d,Stage4 direction.pt
direction_spectrum,E_if.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_005/E_if.L14.main.centered.direction.pt,True,27798343,ffc1b60c7f7c6d13ab24350959bf8c1f1ce17865ddcd5edb7fba9fabb9d5627d,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_005/E_if.L14.main.direction.pt,True,27798100,ea7e0679d476d642991a5ce8a49247894588ee729bb29d54ac4ffe1e9e6bf37e,Stage4 direction.pt
direction_spectrum,E_math.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_005/E_math.L14.main.centered.direction.pt,True,27798397,51e44602baae2bab779ababa3dce0fe15ff417ca3382a77a02e7729d6e4a3818,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_005/E_math.L14.main.direction.pt,True,27798154,ee43155802425810211a706c92918a74266f278cc6c7ffd42b99a0cc357486ed,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_005/E_ood.L14.main.direction.pt,True,27798127,ba7d3c4fd293e5ff18a0f93c46017763cb31f90ea37a38ed6531eaf8d0b8faf3,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_general.L14.main.direction.pt,True,27798235,0bf637464abd2772d07fc3a5cfdcc8aea1458e5de4541a07812b0b4025005e86,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_if.L14.main.direction.pt,True,27798100,2a7d959ed2f6edc7b41ab81de59b5c86620896c5387913bf6fd2b59bc6f5d3c3,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_math.L14.main.direction.pt,True,27798154,ddb2aa4384174da2755f49cb8d2deccc0d69d30b3dc15ae6145f64c6b99e0f44,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_ood.L14.main.direction.pt,True,27798127,251fca3618525029869f046b644afe2a5c80b0e5dac1754c5a45af17373c5209,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_general.L14.main.direction.pt,True,27798235,36dc44f614722240cbcf5e9f428b86c7df6832b051d66000df745728cb263369,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_if.L14.main.direction.pt,True,27798100,51520679a9c987b8a11dcb078f928bc19e02f6667d570801a56c9559b3d9b4d5,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_math.L14.main.direction.pt,True,27798154,7951d585f62e34414bb9ad8f69a39232b492a5e2c8da44094b2623b85fb46e80,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_ood.L14.main.direction.pt,True,27798127,e5e327ea5d451a1caaecafb9d131898212f4ee055054ae815d501bf1748e6d87,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_general.L14.main.direction.pt,True,27798235,df9860cb8ab1963477fd4055f08011d7d5f4ae9edb3c96e5dc8dd4bfd9c63808,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_if.L14.main.direction.pt,True,27798100,c2e49675ebca7307bf722a79d44646590ab367ee29935c11ec43b0fdc451c1ed,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_math.L14.main.direction.pt,True,27798154,1f027c6588e8d46b111bbc4effccad6547c831e25044a00d987e8252327bf90c,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_ood.L14.main.direction.pt,True,27798127,91b95873a682be881f0a222b21a3cf2e6fb51e973fe211501087f1715059b6af,Stage4 direction.pt
direction_spectrum,E_general.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_160/E_general.L14.main.centered.direction.pt,True,27798478,2b546994c35faf2616783758e016666623288344c4eb80200276fbca51662533,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_160/E_general.L14.main.direction.pt,True,27798235,a6853715772f2a2ffef4d91f6cdac900ec7f7539648e4a88a06bacf2b526ffaf,Stage4 direction.pt
direction_spectrum,E_if.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_160/E_if.L14.main.centered.direction.pt,True,27798343,e2ff8cc74b1e7679487c017745e65a1d1d38f54c691e68c2953d397a2d5b139e,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_160/E_if.L14.main.direction.pt,True,27798100,84c56271f3e747616a80c7d2f2e6da54445d7e353259067f0e04e7621e6bfe58,Stage4 direction.pt
direction_spectrum,E_math.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_160/E_math.L14.main.centered.direction.pt,True,27798397,9d195956101c084c41d9b743bbe93d583d2c21832027ab481cc733e0194c879d,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_160/E_math.L14.main.direction.pt,True,27798154,c5030b40c13c20f2f352d662fc6fcbf35de9b67426a10a497edf621062ac0a79,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_160/E_ood.L14.main.direction.pt,True,27798127,2ee5ef292089b001516283c6b1c827e41322b5c76d4e355d7c932e540f5c670d,Stage4 direction.pt
direction_spectrum,E_general.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_320/E_general.L14.main.centered.direction.pt,True,27798478,3c354f8b5871246b015f84d5d53569b92163db551847880822932ab431403ef8,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_320/E_general.L14.main.direction.pt,True,27798235,ba1784e151e2c1f9497022176302df1f0302e72b612ad65012a6048c46b933cf,Stage4 direction.pt
direction_spectrum,E_if.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_320/E_if.L14.main.centered.direction.pt,True,27798343,1c45e54a2af993ee001b13ee037014d76ad8de0b0ff519d5ffadd4d8ebe6ebe0,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_320/E_if.L14.main.direction.pt,True,27798100,cf8a3c57ea2a08e0049f2162e209dbb3703f4bd568cc8932cd1cad0adf6e7db9,Stage4 direction.pt
direction_spectrum,E_math.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_320/E_math.L14.main.centered.direction.pt,True,27798397,57a7bba10cab097897326f2ef9cfc095e042fb06a7d43c91e4b6af65f71f69c2,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_320/E_math.L14.main.direction.pt,True,27798154,e4ec2f32c0d865795960435299d8e07a2c2eee2dcbfcc59b3e3d45927654857b,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_320/E_ood.L14.main.direction.pt,True,27798127,08709eb8d0037dfc993c467bc387a12dbfd9060cb06e026754dd511ee368b309,Stage4 direction.pt
direction_spectrum,E_general.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_005/E_general.L14.main.centered.direction.pt,True,27798478,2f6c4e7f6c3749c7af460de7c5c59e4a59c660cdda291a8aa986d96de064fd86,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_005/E_general.L14.main.direction.pt,True,27798235,cdf9276597a144cf3c7a01e8d38654eb476ae65a91b447fae465cc785203ed60,Stage4 direction.pt
direction_spectrum,E_if.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_005/E_if.L14.main.centered.direction.pt,True,27798343,e8b46fe83b673bff4e3b7fda1bc7e7f62fc731f8fc95384e0dd9a117e25849a3,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_005/E_if.L14.main.direction.pt,True,27798100,6e13cc19b8493d7657ca48430e1d820e1bd1b08a359f3d115eb2e534fae9854b,Stage4 direction.pt
direction_spectrum,E_math.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_005/E_math.L14.main.centered.direction.pt,True,27798397,4e15aea255c81a2e9df3cddadf7678665a54fb1a16f4a38adf203157baf52923,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_005/E_math.L14.main.direction.pt,True,27798154,e5316a821ed9a7f13e962cf97ce5f8108d5890fda8aeea75bf3f94bab96fd222,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_005/E_ood.L14.main.direction.pt,True,27798127,385a5113edb4b9e6b07bfc1035662f1ccf5e544e1e4decdceb4ee19f8476dda2,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_020/E_general.L14.main.direction.pt,True,27798235,39cd8dc912e713be52e9d22f1214a65f05203f1242e1b01505fc7770bec166b1,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_020/E_if.L14.main.direction.pt,True,27798100,f4ba0d05e3e7230186fc042da20ce6378d85a5e7c86be4944b7e4d22960e96f0,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_020/E_math.L14.main.direction.pt,True,27798154,0f9bb487ceb8a353fc45f611df8c0b460786182cf682904e66cb15fd7fa1521f,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_020/E_ood.L14.main.direction.pt,True,27798127,9b59ea16b4b596c579248196d67efed5e76ee51bc8bbc8b110f06b8556d193ba,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_040/E_general.L14.main.direction.pt,True,27798235,dacf76cf1c77bd7837779528b8476e5c3ebdbefb89f66132fa6ca221b89c934e,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_040/E_if.L14.main.direction.pt,True,27798100,d1671a77a0cd162376668d1e70f3a06d14723a5d3f8644cbacdef0a3d3be93e6,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_040/E_math.L14.main.direction.pt,True,27798154,d987da2704d9146fc235a1f43bb88ee64e8750344ac6c2e5a12780d9e673f5df,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_040/E_ood.L14.main.direction.pt,True,27798127,117ba057034017c3685d7daffa6a77510aeb48fae88aa17463e546357a298ad7,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_080/E_general.L14.main.direction.pt,True,27798235,7435bee17d13c70c2d6307cc86221665b26bb6a61b215d40fab8d137e727f0d6,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_080/E_if.L14.main.direction.pt,True,27798100,c2dcc1add6097d1f16963de24b62e80cc25168cd3c3b6ee335f85155622cb2f1,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_080/E_math.L14.main.direction.pt,True,27798154,a14e94f38e06a646107d6e6008c3f559e042dd33bf3e829ae30624c5e7a14a22,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_080/E_ood.L14.main.direction.pt,True,27798127,da15ffee2ab832e519bfb81e53082ecf930e43437b9bc26ede1eee93aa275e5b,Stage4 direction.pt
direction_spectrum,E_general.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_160/E_general.L14.main.centered.direction.pt,True,27798478,bbefd1305058672ea2027002dc30b963dd0aec37b6e305cd14bbd265bf65cfc7,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_160/E_general.L14.main.direction.pt,True,27798235,8de28fd6fcd137091c367699eb876abd76984a19be8d1233b7432f20c69cea75,Stage4 direction.pt
direction_spectrum,E_if.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_160/E_if.L14.main.centered.direction.pt,True,27798343,5651b2e05a000dd6ff02486fe1e2a96320ff8080a3fa3ce2a3f2484c820d6a0b,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_160/E_if.L14.main.direction.pt,True,27798100,2c38bbb0ebc65860c6619fbb88c6225c5f130bcabbdb638ba8d284e8bbb38ee8,Stage4 direction.pt
direction_spectrum,E_math.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_160/E_math.L14.main.centered.direction.pt,True,27798397,11e603eb931801f3f3f97fc2a1139575febdb33a760287698adae005b5f7f575,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_160/E_math.L14.main.direction.pt,True,27798154,01da16589fce9eae9af6d4b38b883357ad513f7b703c4d8ebe04a66917489fd4,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_160/E_ood.L14.main.direction.pt,True,27798127,a5527f0805f259313faf59c9e969f96f38042eab292801b43bf89bb7c52dbf7f,Stage4 direction.pt
direction_spectrum,E_general.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_320/E_general.L14.main.centered.direction.pt,True,27798478,f3a13657186683c5e9a66f9061e494373fc7b869d44b9606acea52f2ad130993,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_320/E_general.L14.main.direction.pt,True,27798235,c1fe9dd02747499b3da8f4fce06d0c7bfbc1d482669d28611f9d53e3521d4d14,Stage4 direction.pt
direction_spectrum,E_if.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_320/E_if.L14.main.centered.direction.pt,True,27798343,ca7ebef68bb8347a1050e79d1270fb97ae26549faf44cee613403d1cf45d54ce,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_320/E_if.L14.main.direction.pt,True,27798100,87c76f9fc2f442fcbccd511ef6218640bfb318794631eb6e596f9c59137854d8,Stage4 direction.pt
direction_spectrum,E_math.L14.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_320/E_math.L14.main.centered.direction.pt,True,27798397,251ade04bedefe26f14f9822016dc9ec0e027edde4ff7397d3649e4863c455d0,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_320/E_math.L14.main.direction.pt,True,27798154,2a40387f75750b8218589cbd3b06d1d927d3b9d6743265a2461311938742e150,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/opd/step_320/E_ood.L14.main.direction.pt,True,27798127,ca7c6473586d8be7fd30c9469fa1ba4d98c2cacbe605bf346618647ac1f85679,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_005/E_general.L14.main.direction.pt,True,27798235,7a67826a915cebe7180d7bd25fb2a2d729b064bded59fe5db1f817c61517f87f,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_005/E_if.L14.main.direction.pt,True,27798100,7031f42a5bb464790f5af473a53d03e03660a123b82586e5ccb1b367a40736a8,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_005/E_math.L14.main.direction.pt,True,27798154,e70fc13b5ee8762f694e90deb99f111e13c70491968af2a7fde1d05a2a136422,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_005/E_ood.L14.main.direction.pt,True,27798127,7d49686ac67dea5bc3d826912f28f7ba29ed2bb2f5fb8cca4d3c4dd7e2550bec,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_general.L14.main.direction.pt,True,27798235,63d0e60d550401e0546e77a6a0b98bc25a746ad9a1e4a9386df40d02cf05d401,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_if.L14.main.direction.pt,True,27798100,506f0725e92cdf1ed22127fd91384db54d3d0f30d91e1de5bce750978e167f0d,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_math.L14.main.direction.pt,True,27798154,eb28f26b8a084d293c0bc0cbf6eb7fd3395e2ddf90a8fe81cd3b9f310a6d15bf,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_ood.L14.main.direction.pt,True,27798127,2232677f29c1dc146b4e09ea3f11d6843633906a2e9c797c22a608db516c6aa4,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_general.L14.main.direction.pt,True,27798235,5277dd52d359a558f5152edd999287b295c4d5b7288431bb991772b6b53cbb26,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_if.L14.main.direction.pt,True,27798100,1ee9648d0e75ff76936f9c03e34c671f8514e12ef45437b0037b753e66a373eb,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_math.L14.main.direction.pt,True,27798154,ff9edd9c02ea16b04174771e9872be937822e37f56b507a7da0b4e489fa0acc1,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_ood.L14.main.direction.pt,True,27798127,7d366e5f19f956b6bd4bc6b3efa9e37c6222e08685bb3379c81ac43e26517dda,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_080/E_general.L14.main.direction.pt,True,27798235,3d8c62129f8375859795e5fb2a7b5c0836bb7c6d27e02739961838af713d5d6c,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_080/E_if.L14.main.direction.pt,True,27798100,e47b4b00f2632fff994e5193c59b1dc734b990a7c979099b96204c5f67d0e38c,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_080/E_math.L14.main.direction.pt,True,27798154,45184e34993af33d7a7ca2ef3c6ff70acbee59564dea1fd197d7160c8b106283,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_080/E_ood.L14.main.direction.pt,True,27798127,7dab879652c3cf078edd9f428df93e0efe77fa33e897d162cdb1cb9e614d01d5,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_160/E_general.L14.main.direction.pt,True,27798235,11cd738c494a9aa25f1845b0465a5e3e96236cefd8c80704361d73853dadc154,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_160/E_if.L14.main.direction.pt,True,27798100,592a7121146d4df808f3f1faab823880b48dcf63c8669bc435ec0fbf05861a6f,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_160/E_math.L14.main.direction.pt,True,27798154,ee2aae32e1471c0f01e23ed557e44a8f7d3e976f6710d0ee11977289eb8fc9e0,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_160/E_ood.L14.main.direction.pt,True,27798127,694bc28d48ce1ff74dec9adf3cde29022725222cd12941cf2374b17865a21dd0,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_320/E_general.L14.main.direction.pt,True,27798235,e80683d9ac4a59ebeca285dec5686abbb3d243dbec042a689b4fb30a18361440,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_320/E_if.L14.main.direction.pt,True,27798100,3123808d0bf601c44b4e275a4eef0d33c01013d94f915f6946638cd2fcbf4b85,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_320/E_math.L14.main.direction.pt,True,27798154,a6d4795c8412062ac05b3f3557a6c94379ed0ca86842d87f69676e46303ae1fe,Stage4 direction.pt
