checkpoint,dataset,pair_index,gold,response_tokens_opd,response_tokens_frozen_self,response_tokens_opd_minus_frozen_self,eos_opd,eos_frozen_self,eos_opd_minus_frozen_self,truncated_opd,truncated_frozen_self,truncated_opd_minus_frozen_self,fourgram_repetition_opd,fourgram_repetition_frozen_self,fourgram_repetition_opd_minus_frozen_self,distinct_2_opd,distinct_2_frozen_self,distinct_2_opd_minus_frozen_self,boxed_opd,boxed_frozen_self,boxed_opd_minus_frozen_self,think_tag_opd,think_tag_frozen_self,think_tag_opd_minus_frozen_self
20,math500,35,3,1827,614,1213.0,False,True,-1.0,True,False,1.0,0.4353070175438597,0.15711947626841238,0.2781875412754473,0.32694414019715223,0.598694942903752,-0.2717508027065998,False,True,-1.0,False,False,0.0
20,math500,36,"3, 5, 7",196,1565,-1369.0,True,False,1.0,False,True,-1.0,0.03626943005181349,0.5633802816901409,-0.5271108516383274,0.7128205128205128,0.2666240409207161,0.4461964718997967,True,False,1.0,False,False,0.0
20,math500,37,72,2880,140,2740.0,False,True,-1.0,True,False,1.0,0.651372957942301,0.44525547445255476,0.20611748348974623,0.178534213268496,0.4172661870503597,-0.23873197378186373,True,True,0.0,False,False,0.0
20,math500,38,2000,45,24,21.0,True,True,0.0,False,False,0.0,0.0,0.0,0.0,0.9318181818181818,1.0,-0.06818181818181823,True,False,1.0,False,False,0.0
20,math500,39,23,1681,663,1018.0,False,True,-1.0,True,False,1.0,0.8700834326579261,0.6287878787878788,0.2412955538700473,0.03869047619047619,0.2824773413897281,-0.24378686519925188,False,True,-1.0,False,False,0.0
20,math500,40,12,150,372,-222.0,True,True,0.0,False,False,0.0,0.027210884353741527,0.17886178861788615,-0.15165090426414463,0.8120805369127517,0.6037735849056604,0.20830695200709137,True,True,0.0,False,False,0.0
20,math500,41,17,1153,832,321.0,True,True,0.0,False,False,0.0,0.2817391304347826,0.5223160434258143,-0.24057691299103168,0.421875,0.32731648616125153,0.09455851383874847,False,False,0.0,False,False,0.0
20,math500,42,4,311,2740,-2429.0,True,False,1.0,False,True,-1.0,0.051948051948051965,0.8443551333576909,-0.7924070814096389,0.7580645161290323,0.10624315443592552,0.6518213616931068,True,True,0.0,False,False,0.0
20,math500,43,70 \sqrt{2},1734,1044,690.0,True,True,0.0,False,False,0.0,0.39745811669555176,0.4197886647454371,-0.022330548049885324,0.2919792267743797,0.37296260786193675,-0.08098338108755704,True,False,1.0,False,False,0.0
20,math500,44,1.25,1674,609,1065.0,False,True,-1.0,True,False,1.0,0.45362058647516457,0.33168316831683164,0.12193741815833292,0.2976688583383144,0.44901315789473684,-0.15134429955642242,True,True,0.0,False,False,0.0
20,math500,45,2,199,120,79.0,True,True,0.0,False,False,0.0,0.025510204081632626,0.07692307692307687,-0.051412872841444246,0.8838383838383839,0.7394957983193278,0.1443425855190561,True,False,1.0,False,False,0.0
20,math500,46,6,1993,1838,155.0,False,False,0.0,True,True,0.0,0.5884422110552764,0.6970027247956403,-0.1085605137403639,0.2043172690763052,0.17201959716929777,0.03229767190700744,True,True,0.0,False,False,0.0
20,math500,47,5,402,148,254.0,True,True,0.0,False,False,0.0,0.04761904761904767,0.06206896551724139,-0.01444991789819372,0.7281795511221946,0.7074829931972789,0.02069655792491565,True,True,0.0,False,False,0.0
20,math500,48,\frac{3}{2},231,2936,-2705.0,True,False,1.0,False,True,-1.0,0.07017543859649122,0.6232526423457211,-0.5530772037492299,0.7695652173913043,0.19761499148211242,0.571950225909192,False,False,0.0,False,False,0.0
20,math500,49,83,433,48,385.0,True,True,0.0,False,False,0.0,0.06279069767441858,0.15555555555555556,-0.09276485788113698,0.6458333333333334,0.6808510638297872,-0.03501773049645385,False,True,-1.0,False,False,0.0
20,math500,50,203,658,263,395.0,True,True,0.0,False,False,0.0,0.46106870229007635,0.12692307692307692,0.33414562536699943,0.3135464231354642,0.6297709923664122,-0.316224569230948,True,True,0.0,False,False,0.0
20,math500,51,x^5 - x^4 + x^3 - x^2 + x - 1,583,817,-234.0,False,True,-1.0,True,False,1.0,0.1827586206896552,0.5282555282555282,-0.34549690756587303,0.47079037800687284,0.2806372549019608,0.19015312310491206,False,True,-1.0,False,False,0.0
20,math500,52,12,47,1514,-1467.0,True,False,1.0,False,True,-1.0,0.0,0.40767703507610853,-0.40767703507610853,0.9565217391304348,0.3331130204890945,0.6234087186413403,True,True,0.0,False,False,0.0
20,math500,53,-\frac{\pi}{6},262,169,93.0,True,True,0.0,False,False,0.0,0.06563706563706562,0.09638554216867468,-0.03074847653160906,0.8007662835249042,0.6607142857142857,0.1400519978106185,True,True,0.0,False,False,0.0
20,math500,54,0.15,64,103,-39.0,True,True,0.0,False,False,0.0,0.049180327868852514,0.020000000000000018,0.029180327868852496,0.7619047619047619,0.8235294117647058,-0.06162464985994398,True,True,0.0,False,False,0.0
20,math500,55,3,937,57,880.0,True,True,0.0,False,False,0.0,0.20342612419700212,0.01851851851851849,0.18490760567848363,0.40384615384615385,0.8571428571428571,-0.45329670329670324,True,False,1.0,False,False,0.0
20,math500,56,11,329,168,161.0,True,True,0.0,False,False,0.0,0.05828220858895705,0.054545454545454564,0.003736754043502488,0.7560975609756098,0.844311377245509,-0.08821381626989921,True,True,0.0,False,False,0.0
20,math500,57,16,1428,33,1395.0,True,True,0.0,False,False,0.0,0.6652631578947368,0.09999999999999998,0.5652631578947368,0.23055360896986685,0.625,-0.3944463910301331,False,True,-1.0,False,False,0.0
20,math500,58,9901,1726,432,1294.0,True,True,0.0,False,False,0.0,0.428322692977365,0.10955710955710951,0.3187655834202555,0.3165217391304348,0.6821345707656613,-0.3656128316352265,True,True,0.0,False,False,0.0
20,math500,59,5,262,3209,-2947.0,True,False,1.0,False,True,-1.0,0.1351351351351351,0.8939488459139114,-0.7588137107787764,0.6743295019157088,0.06359102244389027,0.6107384794718186,True,False,1.0,False,False,0.0
20,math500,60,"(6,31,-1)",352,195,157.0,True,True,0.0,False,False,0.0,0.07449856733524352,0.05729166666666663,0.017206900668576885,0.7350427350427351,0.8092783505154639,-0.07423561547272883,False,False,0.0,False,False,0.0
20,math500,61,-256,1500,1107,393.0,False,False,0.0,True,True,0.0,0.3767535070140281,0.2880434782608695,0.08871002875315859,0.3669112741827885,0.4719710669077758,-0.10505979272498728,True,True,0.0,False,False,0.0
20,math500,62,4,2216,393,1823.0,False,True,-1.0,True,False,1.0,0.6642566651604157,0.10256410256410253,0.5616925625963132,0.16613995485327313,0.7117346938775511,-0.5455947390242779,False,False,0.0,False,False,0.0
20,math500,63,10,1868,1478,390.0,False,False,0.0,True,True,0.0,0.44611260053619306,0.5084745762711864,-0.06236197573499336,0.32190680235672203,0.3324306025727827,-0.010523800216060641,True,False,1.0,False,False,0.0
20,math500,64,\frac{35}{64},1626,1266,360.0,False,False,0.0,True,True,0.0,0.11706715958102276,0.7371338083927157,-0.6200666488116929,0.5243076923076923,0.11383399209486166,0.4104737002128306,True,False,1.0,False,False,0.0
20,math500,65,1,28,118,-90.0,False,True,-1.0,True,False,1.0,0.0,0.034782608695652195,-0.034782608695652195,1.0,0.8376068376068376,0.16239316239316237,True,True,0.0,False,False,0.0
20,math500,66,x^3+3x-6,294,7,287.0,False,True,-1.0,True,False,1.0,0.0068728522336769515,0.0,0.0068728522336769515,0.8976109215017065,1.0,-0.10238907849829348,True,True,0.0,False,False,0.0
20,math500,67,10,742,227,515.0,False,True,-1.0,True,False,1.0,0.24221921515561573,0.1071428571428571,0.13507635801275863,0.5681511470985156,0.7079646017699115,-0.13981345467139594,True,False,1.0,False,False,0.0
20,math500,68,46,2080,300,1780.0,False,True,-1.0,True,False,1.0,0.2359171882522869,0.14141414141414144,0.09450304683814548,0.4790764790764791,0.5317725752508361,-0.052696096174357,True,True,0.0,False,False,0.0
20,math500,69,-1,2034,136,1898.0,False,True,-1.0,True,False,1.0,0.45839487936976864,0.12030075187969924,0.3380941274900694,0.24889326119035907,0.7407407407407407,-0.49184747955038166,False,True,-1.0,False,False,0.0
20,math500,70,40_9,1504,1659,-155.0,False,False,0.0,True,True,0.0,0.3870752831445703,0.8979468599033816,-0.5108715767588113,0.35196274118429804,0.06574185765983112,0.28622088352446695,True,True,0.0,False,False,0.0
20,math500,71,2516_8,977,771,206.0,True,True,0.0,False,False,0.0,0.21663244353182753,0.53125,-0.31461755646817247,0.44979508196721313,0.33506493506493507,0.11473014690227806,True,True,0.0,False,False,0.0
20,math500,72,3,236,93,143.0,True,True,0.0,False,False,0.0,0.025751072961373356,0.022222222222222254,0.0035288507391511015,0.8638297872340426,0.8586956521739131,0.005134135060129497,True,False,1.0,False,False,0.0
20,math500,73,\frac{3\sqrt{3}}{4},240,180,60.0,True,True,0.0,False,False,0.0,0.04219409282700426,0.039548022598870025,0.002646070228134234,0.8535564853556485,0.8100558659217877,0.043500619433860854,True,True,0.0,False,False,0.0
20,math500,74,\cot x,237,62,175.0,True,True,0.0,False,False,0.0,0.1282051282051282,0.11864406779661019,0.009561060408518007,0.635593220338983,0.6557377049180327,-0.020144484579049715,True,True,0.0,False,False,0.0
20,math500,75,\frac{11}{36},509,2676,-2167.0,True,False,1.0,False,True,-1.0,0.22134387351778662,0.8484848484848485,-0.6271409749670619,0.5196850393700787,0.08523364485981308,0.4344513945102656,False,False,0.0,False,False,0.0
20,math500,76,0,321,2437,-2116.0,True,False,1.0,False,True,-1.0,0.07547169811320753,0.8631881676253081,-0.7877164695121006,0.78125,0.08045977011494253,0.7007902298850575,True,False,1.0,False,False,0.0
20,math500,77,4,1846,75,1771.0,False,True,-1.0,True,False,1.0,0.5344546934346175,0.16666666666666663,0.36778802676795086,0.27262872628726287,0.6351351351351351,-0.3625064088478722,True,True,0.0,False,False,0.0
20,math500,78,"(-2,1)",1953,877,1076.0,False,True,-1.0,True,False,1.0,0.36564102564102563,0.23455377574370706,0.13108724989731857,0.3155737704918033,0.478310502283105,-0.16273673179130171,False,False,0.0,False,False,0.0
20,math500,79,2,418,138,280.0,True,True,0.0,False,False,0.0,0.009638554216867434,0.0888888888888889,-0.07925033467202147,0.8345323741007195,0.7299270072992701,0.10460536680144938,False,True,-1.0,False,False,0.0
20,math500,80,501,591,660,-69.0,True,True,0.0,False,False,0.0,0.0731292517006803,0.2800608828006088,-0.20693163109992851,0.6779661016949152,0.46889226100151743,0.2090738406933978,False,False,0.0,False,False,0.0
20,math500,81,3,1777,145,1632.0,False,True,-1.0,True,False,1.0,0.3658399098083427,0.16901408450704225,0.19682582530130044,0.3108108108108108,0.6180555555555556,-0.3072447447447448,False,False,0.0,False,False,0.0
20,math500,82,\frac{3}{2},1282,368,914.0,False,True,-1.0,True,False,1.0,0.22283033620015635,0.1972602739726027,0.025570062227553647,0.5230288836846214,0.5967302452316077,-0.07370136154698625,False,True,-1.0,False,False,0.0
20,math500,83,2,927,1303,-376.0,True,False,1.0,False,True,-1.0,0.05519480519480524,0.42307692307692313,-0.3678821178821179,0.6630669546436285,0.34485407066052226,0.31821288398310626,True,True,0.0,False,False,0.0
20,math500,84,-1,458,278,180.0,True,True,0.0,False,False,0.0,0.07912087912087917,0.13090909090909086,-0.05178821178821169,0.5973741794310722,0.628158844765343,-0.030784665334270822,True,False,1.0,False,False,0.0
20,math500,85,\sqrt{5},2992,685,2307.0,False,False,0.0,True,True,0.0,0.7146202743392439,0.6979472140762464,0.01667306026299753,0.16449348044132397,0.20321637426900585,-0.038722893827681876,False,False,0.0,False,False,0.0
20,math500,86,240,1025,176,849.0,False,True,-1.0,True,False,1.0,0.2700587084148728,0.2890173410404624,-0.01895863262558961,0.453125,0.48,-0.026874999999999982,False,False,0.0,False,False,0.0
20,math500,87,1,117,316,-199.0,True,True,0.0,False,False,0.0,0.02631578947368418,0.2875399361022364,-0.2612241466285522,0.8620689655172413,0.5174603174603175,0.3446086480569238,False,True,-1.0,False,False,0.0
20,math500,88,2,2188,206,1982.0,False,True,-1.0,True,False,1.0,0.44073226544622424,0.07389162561576357,0.36684063983046067,0.30635573845450387,0.7804878048780488,-0.47413206642354494,True,False,1.0,False,False,0.0
20,math500,89,21,290,1047,-757.0,True,True,0.0,False,False,0.0,0.19163763066202089,0.7758620689655172,-0.5842244383034964,0.5605536332179931,0.1367112810707457,0.4238423521472474,True,True,0.0,False,False,0.0
20,math500,90,\frac{3}{2},639,150,489.0,False,True,-1.0,True,False,1.0,0.2735849056603774,0.3877551020408163,-0.1141701963804389,0.4592476489028213,0.5033557046979866,-0.0441080557951653,True,True,0.0,False,False,0.0
20,math500,91,1,2904,1111,1793.0,False,True,-1.0,True,False,1.0,0.7849017580144777,0.6326714801444043,0.15223027787007337,0.12263176024801929,0.22432432432432434,-0.10169256407630504,True,False,1.0,False,False,0.0
20,math500,92,\frac{448}{15625},345,1525,-1180.0,True,False,1.0,False,True,-1.0,0.06725146198830412,0.6254927726675428,-0.5582413106792387,0.7354651162790697,0.21850393700787402,0.5169611792711957,False,True,-1.0,False,False,0.0
20,math500,93,33,594,738,-144.0,True,True,0.0,False,False,0.0,0.0930626057529611,0.31564625850340133,-0.22258365275044023,0.6863406408094435,0.45454545454545453,0.23179518626398893,True,False,1.0,False,False,0.0
20,math500,94,80,227,2312,-2085.0,True,False,1.0,False,True,-1.0,0.0357142857142857,0.610220874837592,-0.5745065891233063,0.8097345132743363,0.2090004327131112,0.6007340805612251,False,True,-1.0,False,False,0.0
20,math500,95,-4,357,103,254.0,True,True,0.0,False,False,0.0,0.2768361581920904,0.25,0.026836158192090398,0.5224719101123596,0.6568627450980392,-0.1343908349856796,True,True,0.0,False,False,0.0
20,math500,96,1 \pm \sqrt{19},1473,467,1006.0,False,True,-1.0,True,False,1.0,0.638095238095238,0.25646551724137934,0.3816297208538587,0.14402173913043478,0.4978540772532189,-0.35383233812278414,False,True,-1.0,False,False,0.0
20,math500,97,\text{east},101,110,-9.0,True,True,0.0,False,False,0.0,0.020408163265306145,0.028037383177570097,-0.0076292199122639515,0.88,0.8807339449541285,-0.0007339449541284848,True,False,1.0,False,False,0.0
20,math500,98,2k+2,2057,1780,277.0,False,False,0.0,True,True,0.0,0.2297955209347614,0.3837929093978616,-0.15399738846310018,0.4795719844357977,0.2844294547498595,0.1951425296859382,True,True,0.0,False,False,0.0
20,math500,99,\begin{pmatrix} -1/3 \\ 2/3 \\ 5/3 \end{pmatrix},332,382,-50.0,True,True,0.0,False,False,0.0,0.07598784194528874,0.3641160949868074,-0.2881282530415187,0.7522658610271903,0.41732283464566927,0.334943026381521,True,False,1.0,False,False,0.0
20,math500,100,145^\circ,1490,623,867.0,False,True,-1.0,True,False,1.0,0.6724949562878278,0.5161290322580645,0.15636592402976335,0.13297515110812627,0.30064308681672025,-0.16766793570859398,False,False,0.0,False,False,0.0
20,math500,101,850,406,1907,-1501.0,True,False,1.0,False,True,-1.0,0.017369727047146455,0.9311974789915967,-0.9138277519444502,0.8567901234567902,0.0540398740818468,0.8027502493749433,False,False,0.0,False,False,0.0
20,math500,102,(a+5)(b+2),313,2355,-2042.0,True,False,1.0,False,True,-1.0,0.03548387096774197,0.6479591836734694,-0.6124753127057274,0.7788461538461539,0.24044180118946473,0.5384043526566891,True,True,0.0,False,False,0.0
20,math500,103,"(3,4]",1437,365,1072.0,True,True,0.0,False,False,0.0,0.35006973500697347,0.10773480662983426,0.2423349283771392,0.3871866295264624,0.7252747252747253,-0.3380880957482629,True,False,1.0,False,False,0.0
20,math500,104,40,883,398,485.0,True,True,0.0,False,False,0.0,0.28409090909090906,0.1822784810126582,0.10181242807825086,0.4433106575963719,0.5869017632241813,-0.1435911056278094,True,True,0.0,False,False,0.0
20,math500,105,29,1823,703,1120.0,False,True,-1.0,True,False,1.0,0.37637362637362637,0.24142857142857144,0.13494505494505493,0.3199780461031833,0.5427350427350427,-0.22275699663185938,True,True,0.0,False,False,0.0
20,math500,106,\frac43,462,230,232.0,False,True,-1.0,True,False,1.0,0.4575163398692811,0.05726872246696035,0.40024761740232073,0.2950108459869848,0.777292576419214,-0.4822817304322292,False,False,0.0,False,False,0.0
20,math500,107,9,388,708,-320.0,True,True,0.0,False,False,0.0,0.18441558441558437,0.008510638297872353,0.175904946117712,0.6149870801033591,0.942008486562942,-0.3270214064595829,False,False,0.0,False,False,0.0
20,math500,108,2,1200,1774,-574.0,True,False,1.0,False,True,-1.0,0.07351712614870509,0.6307171089779786,-0.5571999828292735,0.6330275229357798,0.22673434856175972,0.40629317437402007,True,False,1.0,False,False,0.0
20,math500,109,120^\circ,378,739,-361.0,True,True,0.0,False,False,0.0,0.03466666666666662,0.59375,-0.5590833333333334,0.7427055702917772,0.23306233062330622,0.5096432396684709,False,True,-1.0,False,False,0.0
20,math500,110,504,1044,132,912.0,False,True,-1.0,True,False,1.0,0.4197886647454371,0.007751937984496138,0.41203672676094094,0.20421860019175456,0.9541984732824428,-0.7499798730906883,False,False,0.0,False,False,0.0
20,math500,111,210,504,201,303.0,True,True,0.0,False,False,0.0,0.16566866267465075,0.13131313131313127,0.034355531361519476,0.5984095427435387,0.635,-0.03659045725646126,True,False,1.0,False,False,0.0
20,math500,112,13,238,23,215.0,True,True,0.0,False,False,0.0,0.08085106382978724,0.0,0.08085106382978724,0.7763713080168776,1.0,-0.2236286919831224,True,False,1.0,False,False,0.0
20,math500,113,8000,1638,1665,-27.0,False,False,0.0,True,True,0.0,0.9963302752293578,0.6865222623345367,0.30980801289482107,0.002443494196701283,0.17908653846153846,-0.17664304426483718,True,True,0.0,False,False,0.0
20,math500,114,-5,443,212,231.0,True,True,0.0,False,False,0.0,0.14090909090909087,0.0430622009569378,0.09784688995215307,0.6153846153846154,0.7819905213270142,-0.16660590594239877,False,True,-1.0,False,False,0.0
20,math500,115,1260,2099,122,1977.0,False,True,-1.0,True,False,1.0,0.9017175572519084,0.025210084033613467,0.8765074732182949,0.06863679694947569,0.8264462809917356,-0.7578094840422599,False,True,-1.0,False,False,0.0
20,math500,116,2,523,219,304.0,True,True,0.0,False,False,0.0,0.03269230769230769,0.12037037037037035,-0.08767806267806266,0.7528735632183908,0.6192660550458715,0.13360750817251932,True,True,0.0,False,False,0.0
20,math500,117,3,443,21,422.0,True,True,0.0,False,False,0.0,0.002272727272727315,0.0,0.002272727272727315,0.8755656108597285,0.9,-0.024434389140271517,True,False,1.0,False,False,0.0
20,math500,118,81,740,432,308.0,True,True,0.0,False,False,0.0,0.11804613297150612,0.26340326340326337,-0.14535713043175724,0.5520974289580515,0.46403712296983757,0.0880603059882139,False,True,-1.0,False,False,0.0
20,math500,119,-9,267,2253,-1986.0,True,False,1.0,False,True,-1.0,0.06818181818181823,0.8004444444444444,-0.7322626262626262,0.7368421052631579,0.11500888099467141,0.6218332242684864,True,True,0.0,False,False,0.0
20,math500,120,\text{even},201,173,28.0,True,True,0.0,False,False,0.0,0.05555555555555558,0.16470588235294115,-0.10915032679738557,0.625,0.5988372093023255,0.026162790697674465,False,False,0.0,False,False,0.0
20,math500,121,6,773,220,553.0,False,True,-1.0,True,False,1.0,0.5792207792207793,0.055299539170506895,0.5239212400502724,0.34196891191709844,0.7534246575342466,-0.41145574561714815,True,True,0.0,False,False,0.0
20,math500,122,9,1483,428,1055.0,False,True,-1.0,True,False,1.0,0.5425675675675676,0.1505882352941177,0.39197933227344994,0.2516869095816464,0.6065573770491803,-0.3548704674675339,False,True,-1.0,False,False,0.0
20,math500,123,8,1919,1563,356.0,False,False,0.0,True,True,0.0,0.5949895615866388,0.3980769230769231,0.19691263850971574,0.2533889468196038,0.34763124199743917,-0.09424229517783539,False,True,-1.0,False,False,0.0
20,math500,124,\frac{11}{2},2210,104,2106.0,False,True,-1.0,True,False,1.0,0.651110104213865,0.1188118811881188,0.5322982230257461,0.18696242643730196,0.6601941747572816,-0.4732317483199796,False,False,0.0,False,False,0.0
