analysis,formal_use_class,source_table,metric,metric_direction,module_filter,model,checkpoint,probe_name,module,epsilon,best_value,best_arms,opd_among_best,opd_strict_deepest,opd_tied_deepest,offline_strictly_deeper,opd_value,nearest_offline_value,opd_minus_nearest_offline_margin,arm_values_json
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.o_proj,0.05,18.0,opd,True,True,False,False,18.0,3.0,15.0,"{""offkd"": -1.0, ""opd"": 18.0, ""seqkd"": -3.0, ""sft"": 3.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.o_proj,0.1,17.0,opd,True,True,False,False,17.0,4.0,13.0,"{""offkd"": 0.0, ""opd"": 17.0, ""seqkd"": -2.0, ""sft"": 4.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.q_proj,0.01,4.0,opd,True,True,False,False,4.0,3.0,1.0,"{""offkd"": 3.0, ""opd"": 4.0, ""seqkd"": 2.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.q_proj,0.025,3.0,opd,True,True,False,False,3.0,2.0,1.0,"{""offkd"": 2.0, ""opd"": 3.0, ""seqkd"": 2.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.q_proj,0.05,2.0,opd,True,True,False,False,2.0,1.0,1.0,"{""offkd"": 1.0, ""opd"": 2.0, ""seqkd"": 1.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.q_proj,0.1,1.0,"offkd,opd,seqkd",True,False,True,False,1.0,1.0,0.0,"{""offkd"": 1.0, ""opd"": 1.0, ""seqkd"": 1.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.v_proj,0.01,2.0,opd,True,True,False,False,2.0,1.0,1.0,"{""offkd"": 0.0, ""opd"": 2.0, ""seqkd"": -1.0, ""sft"": 1.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.v_proj,0.025,4.0,opd,True,True,False,False,4.0,2.0,2.0,"{""offkd"": 0.0, ""opd"": 4.0, ""seqkd"": 0.0, ""sft"": 2.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.v_proj,0.05,4.0,opd,True,True,False,False,4.0,2.0,2.0,"{""offkd"": 0.0, ""opd"": 4.0, ""seqkd"": 0.0, ""sft"": 2.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_general,self_attn.v_proj,0.1,5.0,opd,True,True,False,False,5.0,2.0,3.0,"{""offkd"": 0.0, ""opd"": 5.0, ""seqkd"": 0.0, ""sft"": 2.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.down_proj,0.01,17.0,opd,True,True,False,False,17.0,11.0,6.0,"{""offkd"": 11.0, ""opd"": 17.0, ""seqkd"": 11.0, ""sft"": 7.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.down_proj,0.025,23.0,opd,True,True,False,False,23.0,15.0,8.0,"{""offkd"": 15.0, ""opd"": 23.0, ""seqkd"": 15.0, ""sft"": 11.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.down_proj,0.05,26.0,opd,True,True,False,False,26.0,17.0,9.0,"{""offkd"": 16.0, ""opd"": 26.0, ""seqkd"": 17.0, ""sft"": 12.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.down_proj,0.1,27.0,opd,True,True,False,False,27.0,18.0,9.0,"{""offkd"": 17.0, ""opd"": 27.0, ""seqkd"": 18.0, ""sft"": 13.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.gate_proj,0.01,41.0,opd,True,True,False,False,41.0,15.0,26.0,"{""offkd"": 15.0, ""opd"": 41.0, ""seqkd"": 14.0, ""sft"": 15.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.gate_proj,0.025,35.0,opd,True,True,False,False,35.0,13.0,22.0,"{""offkd"": 13.0, ""opd"": 35.0, ""seqkd"": 13.0, ""sft"": 12.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.gate_proj,0.05,23.0,opd,True,True,False,False,23.0,9.0,14.0,"{""offkd"": 9.0, ""opd"": 23.0, ""seqkd"": 9.0, ""sft"": 8.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.gate_proj,0.1,10.0,opd,True,True,False,False,10.0,4.0,6.0,"{""offkd"": 4.0, ""opd"": 10.0, ""seqkd"": 4.0, ""sft"": 3.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.up_proj,0.01,21.0,opd,True,True,False,False,21.0,12.0,9.0,"{""offkd"": 11.0, ""opd"": 21.0, ""seqkd"": 10.0, ""sft"": 12.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.up_proj,0.025,24.0,opd,True,True,False,False,24.0,14.0,10.0,"{""offkd"": 13.0, ""opd"": 24.0, ""seqkd"": 12.0, ""sft"": 14.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.up_proj,0.05,25.0,opd,True,True,False,False,25.0,15.0,10.0,"{""offkd"": 14.0, ""opd"": 25.0, ""seqkd"": 13.0, ""sft"": 15.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,mlp.up_proj,0.1,22.0,opd,True,True,False,False,22.0,13.0,9.0,"{""offkd"": 13.0, ""opd"": 22.0, ""seqkd"": 12.0, ""sft"": 13.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.k_proj,0.01,5.0,opd,True,True,False,False,5.0,4.0,1.0,"{""offkd"": 4.0, ""opd"": 5.0, ""seqkd"": 4.0, ""sft"": 2.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.k_proj,0.025,3.0,opd,True,True,False,False,3.0,2.0,1.0,"{""offkd"": 2.0, ""opd"": 3.0, ""seqkd"": 2.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.k_proj,0.05,3.0,opd,True,True,False,False,3.0,2.0,1.0,"{""offkd"": 1.0, ""opd"": 3.0, ""seqkd"": 2.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.k_proj,0.1,1.0,opd,True,True,False,False,1.0,0.0,1.0,"{""offkd"": 0.0, ""opd"": 1.0, ""seqkd"": 0.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.o_proj,0.01,29.0,opd,True,True,False,False,29.0,4.0,25.0,"{""offkd"": 2.0, ""opd"": 29.0, ""seqkd"": 0.0, ""sft"": 4.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.o_proj,0.025,27.0,opd,True,True,False,False,27.0,5.0,22.0,"{""offkd"": 3.0, ""opd"": 27.0, ""seqkd"": 1.0, ""sft"": 5.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.o_proj,0.05,26.0,opd,True,True,False,False,26.0,6.0,20.0,"{""offkd"": 3.0, ""opd"": 26.0, ""seqkd"": 2.0, ""sft"": 6.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.o_proj,0.1,22.0,opd,True,True,False,False,22.0,6.0,16.0,"{""offkd"": 4.0, ""opd"": 22.0, ""seqkd"": 2.0, ""sft"": 6.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.q_proj,0.01,10.0,seqkd,False,False,False,True,7.0,10.0,-3.0,"{""offkd"": 9.0, ""opd"": 7.0, ""seqkd"": 10.0, ""sft"": 4.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.q_proj,0.025,7.0,seqkd,False,False,False,True,5.0,7.0,-2.0,"{""offkd"": 6.0, ""opd"": 5.0, ""seqkd"": 7.0, ""sft"": 3.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.q_proj,0.05,3.0,"offkd,seqkd",False,False,False,True,2.0,3.0,-1.0,"{""offkd"": 3.0, ""opd"": 2.0, ""seqkd"": 3.0, ""sft"": 1.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.q_proj,0.1,1.0,"offkd,opd,seqkd",True,False,True,False,1.0,1.0,0.0,"{""offkd"": 1.0, ""opd"": 1.0, ""seqkd"": 1.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.v_proj,0.01,4.0,opd,True,True,False,False,4.0,3.0,1.0,"{""offkd"": 2.0, ""opd"": 4.0, ""seqkd"": 2.0, ""sft"": 3.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.v_proj,0.025,6.0,opd,True,True,False,False,6.0,3.0,3.0,"{""offkd"": 2.0, ""opd"": 6.0, ""seqkd"": 2.0, ""sft"": 3.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.v_proj,0.05,7.0,opd,True,True,False,False,7.0,4.0,3.0,"{""offkd"": 3.0, ""opd"": 7.0, ""seqkd"": 3.0, ""sft"": 4.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_if,self_attn.v_proj,0.1,7.0,opd,True,True,False,False,7.0,3.0,4.0,"{""offkd"": 3.0, ""opd"": 7.0, ""seqkd"": 2.0, ""sft"": 3.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.down_proj,0.01,17.0,opd,True,True,False,False,17.0,7.0,10.0,"{""offkd"": 3.0, ""opd"": 17.0, ""seqkd"": 2.0, ""sft"": 7.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.down_proj,0.025,18.0,opd,True,True,False,False,18.0,8.0,10.0,"{""offkd"": 4.0, ""opd"": 18.0, ""seqkd"": 2.0, ""sft"": 8.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.down_proj,0.05,17.0,opd,True,True,False,False,17.0,7.0,10.0,"{""offkd"": 3.0, ""opd"": 17.0, ""seqkd"": 2.0, ""sft"": 7.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.down_proj,0.1,15.0,opd,True,True,False,False,15.0,6.0,9.0,"{""offkd"": 2.0, ""opd"": 15.0, ""seqkd"": 1.0, ""sft"": 6.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.gate_proj,0.01,24.0,opd,True,True,False,False,24.0,8.0,16.0,"{""offkd"": 3.0, ""opd"": 24.0, ""seqkd"": 1.0, ""sft"": 8.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.gate_proj,0.025,19.0,opd,True,True,False,False,19.0,6.0,13.0,"{""offkd"": 2.0, ""opd"": 19.0, ""seqkd"": 1.0, ""sft"": 6.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.gate_proj,0.05,13.0,opd,True,True,False,False,13.0,4.0,9.0,"{""offkd"": 2.0, ""opd"": 13.0, ""seqkd"": 1.0, ""sft"": 4.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.gate_proj,0.1,6.0,opd,True,True,False,False,6.0,2.0,4.0,"{""offkd"": 1.0, ""opd"": 6.0, ""seqkd"": 1.0, ""sft"": 2.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.up_proj,0.01,18.0,opd,True,True,False,False,18.0,10.0,8.0,"{""offkd"": 4.0, ""opd"": 18.0, ""seqkd"": 2.0, ""sft"": 10.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.up_proj,0.025,18.0,opd,True,True,False,False,18.0,9.0,9.0,"{""offkd"": 3.0, ""opd"": 18.0, ""seqkd"": 1.0, ""sft"": 9.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.up_proj,0.05,15.0,opd,True,True,False,False,15.0,8.0,7.0,"{""offkd"": 2.0, ""opd"": 15.0, ""seqkd"": 0.0, ""sft"": 8.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,mlp.up_proj,0.1,12.0,opd,True,True,False,False,12.0,6.0,6.0,"{""offkd"": 1.0, ""opd"": 12.0, ""seqkd"": 0.0, ""sft"": 6.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.k_proj,0.01,5.0,opd,True,True,False,False,5.0,1.0,4.0,"{""offkd"": 1.0, ""opd"": 5.0, ""seqkd"": 1.0, ""sft"": 1.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.k_proj,0.025,4.0,opd,True,True,False,False,4.0,1.0,3.0,"{""offkd"": 1.0, ""opd"": 4.0, ""seqkd"": 0.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.k_proj,0.05,3.0,opd,True,True,False,False,3.0,1.0,2.0,"{""offkd"": 1.0, ""opd"": 3.0, ""seqkd"": 1.0, ""sft"": 1.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.k_proj,0.1,1.0,opd,True,True,False,False,1.0,0.0,1.0,"{""offkd"": 0.0, ""opd"": 1.0, ""seqkd"": 0.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.o_proj,0.01,23.0,opd,True,True,False,False,23.0,6.0,17.0,"{""offkd"": -2.0, ""opd"": 23.0, ""seqkd"": -4.0, ""sft"": 6.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.o_proj,0.025,21.0,opd,True,True,False,False,21.0,6.0,15.0,"{""offkd"": -3.0, ""opd"": 21.0, ""seqkd"": -4.0, ""sft"": 6.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.o_proj,0.05,18.0,opd,True,True,False,False,18.0,5.0,13.0,"{""offkd"": -3.0, ""opd"": 18.0, ""seqkd"": -4.0, ""sft"": 5.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.o_proj,0.1,15.0,opd,True,True,False,False,15.0,5.0,10.0,"{""offkd"": -2.0, ""opd"": 15.0, ""seqkd"": -3.0, ""sft"": 5.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.q_proj,0.01,9.0,opd,True,True,False,False,9.0,4.0,5.0,"{""offkd"": 4.0, ""opd"": 9.0, ""seqkd"": 3.0, ""sft"": 4.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.q_proj,0.025,7.0,opd,True,True,False,False,7.0,3.0,4.0,"{""offkd"": 3.0, ""opd"": 7.0, ""seqkd"": 2.0, ""sft"": 3.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.q_proj,0.05,5.0,opd,True,True,False,False,5.0,2.0,3.0,"{""offkd"": 2.0, ""opd"": 5.0, ""seqkd"": 2.0, ""sft"": 2.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.q_proj,0.1,1.0,opd,True,True,False,False,1.0,0.0,1.0,"{""offkd"": 0.0, ""opd"": 1.0, ""seqkd"": 0.0, ""sft"": 0.0}"
uncentered_r_epsilon,formal_rr2s_llama_state_spectrum,RR2S_llama_state_spectrum_module.csv,absolute_contraction,max_is_deepest,all,llama,20,E_math,self_attn.v_proj,0.01,9.0,opd,True,True,False,False,9.0,5.0,4.0,"{""offkd"": 1.0, ""opd"": 9.0, ""seqkd"": 1.0, ""sft"": 5.0}"
